Entity,Definition,Images
G-type main-sequence star,"A G-type main-sequence star (spectral type: G-V), also often, and imprecisely called a yellow dwarf, or G star, is a main-sequence star (luminosity class V) of spectral type G. Such a star has about 0.9 to 1.1 solar masses and an effective temperature between about 5,300 and 6,000 K. Like other main-sequence stars, a G-type main-sequence star converts the element hydrogen to helium in its core by means of nuclear fusion, but can also fuse helium when hydrogen runs out.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/He1523a.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Solar_system.jpg']"
Positive current,"In mathematics, more particularly in complex geometry,",['https://upload.wikimedia.org/wikipedia/commons/3/32/Football3c.jpg']
Touch the beaker,Not found on Wikipedia,['Image not found']
Complex neuron network,Not found on Wikipedia,['Image not found']
Na2O,Not found on Wikipedia,['Image not found']
3.4.3 Extracting Metals Low in the Activity Series,Not found on Wikipedia,['Image not found']
Air,Not found on Wikipedia,['Image not found']
Normal frequency,Not found on Wikipedia,['Image not found']
Flower,"A flower, sometimes known as a bloom or blossom, is the reproductive structure found in flowering plants (plants of the division Angiospermae).","['https://upload.wikimedia.org/wikipedia/commons/c/c5/15_Qian_Xuan_Eight_Flowers_National_Palace_Museum_Beijing.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/ABC_flower_development.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Acaena_novae-zelandiae1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Aikya_Linga_in_Varanasi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Amborella_trichopoda_%283065968016%29_fragment.jpg']"
Cation,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Biologist,A biologist is a scientist who conducts research in biology.,"['https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Francesco_Redi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg']"
Air current,"In meteorology, air currents are concentrated areas of winds.","['https://upload.wikimedia.org/wikipedia/commons/c/c1/Foehn_-_Fonh.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Jetcrosssection.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Thermal_column.svg']"
Chromosome pair,Not found on Wikipedia,['Image not found']
Gene variant,Not found on Wikipedia,['Image not found']
Computer circuit,Not found on Wikipedia,['Image not found']
Near point,"In visual perception, the near point is the closest point at which an object can be placed and still form a focused image on the retina, within the eye's accommodation range.",['https://upload.wikimedia.org/wikipedia/commons/6/65/Eye_iris.jpg']
Individual,An individual is that which exists as a distinct entity.,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Finnish_anti-vegetation_task_force_on_a_Baltic_sea_island.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Separation of light,Not found on Wikipedia,['Image not found']
Service mains,Not found on Wikipedia,['Image not found']
Focal distance,Not found on Wikipedia,['Image not found']
Activity 7,Not found on Wikipedia,['Image not found']
HIV/AIDS,"Human immunodeficiency virus infection and acquired immunodeficiency syndrome (HIV/AIDS) is a spectrum of conditions caused by infection with the human immunodeficiency virus (HIV), a retrovirus.","['https://upload.wikimedia.org/wikipedia/commons/b/b0/AIDS_Clinic%2C_McLeod_Ganj%2C_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/AIDS_Poster_If_You%27re_Dabbling_in_Drugs_1989.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Deaths-and-new-cases-of-hiv.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/FACING_AIDS_a_condom_and_a_pill_at_a_time_-_I_am_FACING_AIDS_because_people_I_-3_are_infected._%285202985364%29.jpg']"
Bi-focal lens,Not found on Wikipedia,['Image not found']
Balancing the body,Not found on Wikipedia,['Image not found']
Heteroatom,"In chemistry, a heteroatom (from Ancient Greek  heteros 'different', and  atomos 'uncut') is, strictly, any atom that is not carbon or hydrogen.","['https://upload.wikimedia.org/wikipedia/commons/5/55/Pyridine.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Organism,"An organism (from Ancient Greek  ὄργανον (órganon) 'instrument, implement, tool', and  -ισμός (-ismós)) is any biological living system that functions as an individual life form.","['https://upload.wikimedia.org/wikipedia/commons/2/2e/Amoeba_%28Am%C3%B6be%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Celltypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/EscherichiaColi_NIAID.jpg']"
Oestrogen,Not found on Wikipedia,['Image not found']
Being,Not found on Wikipedia,['Image not found']
Eating,"Eating (also known as consuming) is the ingestion of food, typically to provide a heterotrophic organism with  energy and to allow for growth.","['https://upload.wikimedia.org/wikipedia/commons/f/fb/A_polar_bear_%28Ursus_maritimus%29_scavenging_a_narwhal_whale_%28Monodon_monoceros%29_carcass_-_journal.pone.0060797.g001-A.png', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Abell-photoblog28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Amandines_de_Provence%2C_poster_by_Leonetto_Cappiello%2C_1900.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/BirdBeaksA.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Blacky.jpg']"
Mol,Mol or MOL may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Can we leave the aquarium,Not found on Wikipedia,['Image not found']
Magnesium oxide,"Magnesium oxide (MgO), or magnesia, is a white hygroscopic solid mineral that occurs naturally as periclase and is a source of magnesium (see also oxide).","['https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Magnesium-oxide-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Magnesium_oxide.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/MgOcrystal.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg']"
Child sex ratio,Not found on Wikipedia,['Image not found']
University of Vienna,"The University of Vienna (German: Universität Wien) is a public research university located in Vienna, Austria.","['https://upload.wikimedia.org/wikipedia/commons/e/e9/2880px_University_of_Vienna_Logo.png', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Arkadenhof_der_Universit%C3%A4t_Wien_1206.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Arkadenhof_der_Universt%C3%A4t_Wien-2_1200.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Corvinus_foepulet.jpg']"
Electrode,An electrode is an electrical conductor used to make contact with a nonmetallic part of a circuit (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/4/41/Arc_welding_electrodes_and_electrode_holder.triddle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Fig_bat_Discharge_Charge3.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Galvanic_Cell.svg']"
Metre,The metre (or meter in American spelling; symbol: m) is the base unit of length in the International System of Units (SI).,"['https://upload.wikimedia.org/wikipedia/commons/e/e5/Appareil_Ib%C3%A1%C3%B1ez.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/GPS-IIR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/HasslerCollection_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png']"
Eucharist,"The Eucharist (; from Koinē Greek: εὐχαριστία, romanized: evcharistía, lit. 'thanksgiving'), also known as Holy Communion and the Lord's Supper, is a Christian rite that is considered a sacrament in most churches, and as an ordinance in others.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/20190529_Spain_and_Portugal_El_Camino_Pilgrimage_1063_%2848002601588%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Agape_feast_07.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/BentoXVI-51-11052007_%28frag%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Cathedral_Fribourg_vitrail_Eucharistie_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Christian_cross.svg']"
Tubewell,Not found on Wikipedia,['Image not found']
Dark room,Not found on Wikipedia,['Image not found']
Center,Center or centre may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bleeding,"Bleeding, hemorrhage, haemorrhage or blood loss, is blood escaping from the circulatory system from damaged blood vessels.","['https://upload.wikimedia.org/wikipedia/commons/e/e6/Bleeding_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Eye_hemorrhage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Pulmonary_haemorrhage_-_high_mag.jpg']"
John F. Kennedy,"John Fitzgerald Kennedy (May 29, 1917 – November 22, 1963), often referred to by his initials JFK, was an American politician who served as the 35th president of the United States from 1961 until his assassination in 1963.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/046CupolaSPietro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/1958_United_States_Senate_election_in_Massachusetts_results_map_by_municipality.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/ARC194238-JFK-Robert-Edward.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/American_Campaign_Medal_ribbon.svg']"
Alkaline,Not found on Wikipedia,['Image not found']
Independent plant,Not found on Wikipedia,['Image not found']
VIBGYOR,VIBGYOR (Violet–Indigo–Blue–Green–Yellow–Orange–Red) is a popular mnemonic device used for memorizing the traditional optical spectrum.,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Runaway,"Runaway, Runaways or Run Away may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Cytoplasm,"In cell biology, the cytoplasm is all of the material within a eukaryotic cell, enclosed by the cell membrane, except for the cell nucleus.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Localisations02eng.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Unicellular organism,"A unicellular organism, also known  as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/CSIRO_ScienceImage_7632_SEM_diatom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Echinoderms_600.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Kg3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Paramecia_tetraurelia.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Stromatolites_in_Sharkbay.jpg']"
Vertebrate,"Vertebrates () comprise all animal taxa within the subphylum Vertebrata () (chordates with backbones), including all mammals, birds, reptiles, amphibians and fish.","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Acanthodes_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Acanthostega_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Allosaurus_Revised.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Amia_calva_%28white_background%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Anaspida.png']"
Diluted solution,Not found on Wikipedia,['Image not found']
C4H8,The molecular formula C4H8 (molar mass: 56.11 g/mol) may refer to:,['https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg']
Activity 4.12 Activity 4.12,Not found on Wikipedia,['Image not found']
Arrow,An arrow is a fin-stabilized projectile launched by a bow.,"['https://upload.wikimedia.org/wikipedia/commons/8/8e/Archery_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Arrow-head_Olynthus_BM_GR1912.4-19.4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Arrow.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Arrow_Head_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Arrowhead.jpg']"
Soft food,Not found on Wikipedia,['Image not found']
Gypsum,"Gypsum is a soft sulfate mineral composed of calcium sulfate dihydrate, with the chemical formula CaSO4·2H2O. It is widely mined and is used as a fertilizer and as the main constituent in many forms of plaster, blackboard or sidewalk chalk, and drywall.","['https://upload.wikimedia.org/wikipedia/commons/e/e6/2.-Calera._Cal_i_guix_%2826561676342%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Algepsar_d%27Alfarb._Forn_primer%2C_1_%28Pa%C3%ADs_Valenci%C3%A0%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Botryogen-Gypsum-199664.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Copper-Gypsum-203925.jpg']"
Left hand,The Left Hand or Left hand may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Electric appliance,Not found on Wikipedia,['Image not found']
Straight line,Not found on Wikipedia,['Image not found']
Effects of the environment,Not found on Wikipedia,['Image not found']
Lunch,Lunch is a meal eaten around the middle of the day.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/2014_11_Portobello_rocket_feta_toasted_baguette.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/A-_SOUTH_INDIAN_FOOD_AFTER_SERVING.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Aboard_the_German_cargo_ship_MS_Bernhard_Howaldt%2C_Arab_port_workers_during_their_common_lunch_-_1958.png', 'https://upload.wikimedia.org/wikipedia/commons/0/02/An_Elsecar_Ploughman%27s_Lunch.jpg']"
Soap micelles,Not found on Wikipedia,['Image not found']
Red blood cell,"Red blood cells (RBCs), also referred to as red cells, red blood corpuscles (in humans or other animals not having nucleus in red blood cells), haematids, erythroid cells  or erythrocytes (from Greek erythros 'red' and kytos 'hollow vessel', with -cyte translated as 'cell' in modern usage), are the most common type of blood cell and the vertebrate's principal means of delivering oxygen (O2) to the body tissues—via blood flow through the circulatory system.","['https://upload.wikimedia.org/wikipedia/commons/1/1f/Anthonie_van_Leeuwenhoek_%281632-1723%29._Natuurkundige_te_Delft_Rijksmuseum_SK-A-957.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Cytological_abnormalities_in_peripheral_blood_erythrocytes_of_penguins_Pygoscelis_papua_5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Erythrocyte_Membrane_lipids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Erythrocytes_in_vertebrates.jpg']"
Andre Marie Ampere,Not found on Wikipedia,['Image not found']
Vein,Veins are blood vessels in the circulatory system of humans and most other animals that carry blood toward the heart.,"['https://upload.wikimedia.org/wikipedia/commons/f/f2/2101_Blood_Flow_Through_the_Heart.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/2106_Large_Medium_Vein_Venule.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/2131_Major_Systematic_Veins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/2134_Thoracic_Upper_Limb_Veins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Diagram_of_the_human_heart_%28cropped%29.svg']"
Solution,Solution may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Plant,"Plants are predominantly photosynthetic eukaryotes, forming the kingdom Plantae.","['https://upload.wikimedia.org/wikipedia/commons/1/16/160_Ranunculus_repens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Alternation_of_generations_simpler.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Asterophyllites_Equisetiformis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Barbara_McClintock_%281902-1992%29_shown_in_her_laboratory_in_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/California_Arena_Point_fern.jpg']"
Ohm potential,Not found on Wikipedia,['Image not found']
Continuous variation,Not found on Wikipedia,['Image not found']
Iron nail,Not found on Wikipedia,['Image not found']
Rice,Rice is the seed of the grass species Oryza sativa (Asian rice) or less commonly O. glaberrima (African rice).,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Brown_rice_cooked.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/COLLECTIE_TROPENMUSEUM_Beeld_van_Dewi_Sri_de_rijstgodin_TMnr_60016918.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Chinese_rice_grasshopper_%28Oxya_chinensis%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Chloroxylon_from_India.JPG']"
Coal,"Coal is a combustible black or brownish-black sedimentary rock, formed as rock strata called coal seams.","['https://upload.wikimedia.org/wikipedia/commons/1/17/2000-_New_coal-fired_power_capacity_-_Global_Energy_Monitor.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/2000-_Retired_coal-fired_power_capacity_-_Global_Energy_Monitor.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Aerial_view_of_ash_slide_site_Dec_23_2008_TVA.gov_123002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Ambox_rewrite.svg']"
Hand,"A hand is a prehensile, multi-fingered appendage located at the end of the forearm or forelimb of primates such as humans, chimpanzees, monkeys, and lemurs.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/3D_Medical_Animation_Human_Wrist.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/814_Radiograph_of_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Ardipithecus_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Blausen_0440_HandBones.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Egg as food,Humans and human ancestors have scavenged and eaten animal eggs for millions of years.,"['https://upload.wikimedia.org/wikipedia/commons/1/12/6-Pack-Chicken-Eggs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/7oeufs.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/An_egg_with_two_yols.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Anatomy_of_an_egg.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Battery_hens_-Bastos%2C_Sao_Paulo%2C_Brazil-31March2007.jpg']"
Period,Period may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Gaseous substance,Not found on Wikipedia,['Image not found']
Recreational trait,Not found on Wikipedia,['Image not found']
Theory,"A theory is a rational type of abstract thinking about a phenomenon, or the results of such thinking.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikibooks-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Wikinews-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Color of the solution,Not found on Wikipedia,['Image not found']
Inheritance law,Not found on Wikipedia,['Image not found']
Nostril,"A nostril (or naris , plural nares ) is either of the two orifices of the nose.","['https://upload.wikimedia.org/wikipedia/commons/4/40/Human_Nostrils_01.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
IFrom,Not found on Wikipedia,['Image not found']
Donor,"A donor in general is a person, organization or government which donates something voluntarily.","['https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Figure 9.4 Figure 9.4,Not found on Wikipedia,['Image not found']
Focal length limit,Not found on Wikipedia,['Image not found']
Muscle tissue,"Muscle tissue is a soft tissue, one of the animal tissues that makes up the different types of muscle.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/414_Skeletal_Smooth_Cardiac.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Gray18.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Merge-split-transwiki_default.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Muscle_Tissue_%281%29.svg']"
Cataract,A cataract is a cloudy area in the lens of the eye that leads to a decrease in vision.,"['https://upload.wikimedia.org/wikipedia/commons/3/3b/Africa_Partnerships_Vision_2020_2_%2810665602364%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Anterior_capsular_opacification.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Anterior_subcapsular_cataract.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Cataract_in_human_eye.png', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Cataract_surgery.jpg']"
Insulator,Insulator may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Live wire,Not found on Wikipedia,['Image not found']
Lactic acid,Lactic acid is an organic acid.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/7_Milchs%C3%A4ure.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Blood_values_sorted_by_mass_and_molar_concentration.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Lactic-acid-from-xtal-3D-bs-17.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Self-sustaining ecosystem,Not found on Wikipedia,['Image not found']
Alkaline potassium permanganate,Not found on Wikipedia,['Image not found']
R′,Not found on Wikipedia,['Image not found']
Body aging,Not found on Wikipedia,['Image not found']
Pancreas,The pancreas is an organ of the digestive system and endocrine system of vertebrates.,"['https://upload.wikimedia.org/wikipedia/commons/e/e0/1820_The_Pancreas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Axial_section_of_the_epigastric_region_showing_pancreas%2C_splenic_vein%2C_IVC%2C_aorta.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Blausen_0699_PancreasAnatomy2.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Permanganate,"A permanganate () is a chemical compound containing the manganate(VII) ion, MnO−4, the conjugate base of permanganic acid.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Permanganat-Ion2.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Permanganate-anion-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/PermanganateMechanismOxidation.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Permanganate_spectrum.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Potassium_permanganate_solutions_2.JPG']"
T ARE LIFE PROCESSES?,Not found on Wikipedia,['Image not found']
Self-defense,Self-defense (self-defence primarily in Commonwealth English) is a countermeasure that involves defending the health and well-being of oneself from harm.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/Bangladeshi_Rifles_training.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Bundesarchiv_Bild_102-00504%2C_Berlin%2C_Turn-_und_Sportwoche_im_Lustgarten.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Knee_Kick_to_Groin.jpg']"
Copying reaction,Not found on Wikipedia,['Image not found']
Science,"Science is a systematic endeavor that builds and organizes knowledge in the form of testable explanations and predictions about the universe.The earliest written records of identifiable predecessors to modern science come from Ancient Egypt and Mesopotamia from around 3000 to 1200 BCE. Their contributions to mathematics, astronomy, and medicine entered and shaped the Greek natural philosophy of classical antiquity, whereby formal attempts were made to provide explanations of events in the physical world based on natural causes.: 12  After the fall of the Western Roman Empire, knowledge of Greek conceptions of the world deteriorated in Western Europe during the early centuries (400 to 1000 CE) of the Middle Ages, but was preserved in the Muslim world during the Islamic Golden Age and later by the efforts of Byzantine Greek scholars who brought Greek manuscripts from the dying Byzantine Empire to Western Europe in the Renaissance.","['https://upload.wikimedia.org/wikipedia/commons/9/98/200_y_Anniversary_of_Berlin_Academy_1900.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/2021_Survey_on_existence_of_global_warming_and_responsibility_for_climate_change_-_bar_chart.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Black_hole_-_Messier_87_crop_max_res.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/CMB_Timeline300_no_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
