Entity,Definition,Images
Steel wool,"Steel wool, also known as iron wool, wire wool or wire sponge, is a bundle of very fine and flexible sharp-edged steel filaments.","['https://upload.wikimedia.org/wikipedia/commons/b/b1/Burning_steel_wool.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Light_Painting_2_-_Booyeembara_Park.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Staalwol_schuursponsje_met_zeep.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Steel-wool.jpg']"
Fig. 10.9,Not found on Wikipedia,['Image not found']
Right,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
White phosphorus,Not found on Wikipedia,['Image not found']
Female reproductive part,Not found on Wikipedia,['Image not found']
Electrical gadgets,Not found on Wikipedia,['Image not found']
stomach,"The stomach is a muscular, hollow organ in the gastrointestinal tract of humans and many other animals, including several invertebrates.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/3D_Medical_Animation_Stomach_Structure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/An_open_stomach.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Fundic_gland_polyposis0001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Gray1046.svg']"
Narrow slit,Not found on Wikipedia,['Image not found']
Thin strands,Not found on Wikipedia,['Image not found']
Aluminium chloride,"Aluminium chloride, also known as aluminium trichloride, is an inorganic compound with the formula AlCl3.","['https://upload.wikimedia.org/wikipedia/commons/0/01/AlCl3_ene_rxn.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/AlCl3_formylation.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Aluminium-chloride-xtal-unit-cell-3D-bs-17.png', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Aluminium-trichloride-3D-structures.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Aluminium-trichloride-dimer-3D-balls.png']"
Mechanics,"Mechanics (from Ancient Greek: μηχανική, mēkhanikḗ, lit.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Arabic_machine_manuscript_-_Anonym_-_Ms._or._fol._3306_c.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Newtonslawofgravity.ogv', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Direct touching,Not found on Wikipedia,['Image not found']
Diversity of life,Not found on Wikipedia,['Image not found']
Nitride,"In chemistry, a nitride is an inorganic compound of nitrogen.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Tetrasulfur-tetranitride.png']"
Cod fish,Not found on Wikipedia,['Image not found']
Textbook Development Committee Rationalised-2023-24,Not found on Wikipedia,['Image not found']
11.2 Chemical Effects of Electric Current,Not found on Wikipedia,['Image not found']
Spring balance A,Not found on Wikipedia,['Image not found']
Anders Celsius,"Anders Celsius (Swedish pronunciation: [ˈânːdɛʂ ˈsɛ̌lːsɪɵs]; 27 November 1701 – 25 April 1744) was a Swedish astronomer, physicist and mathematician.","['https://upload.wikimedia.org/wikipedia/commons/d/dc/AndersCelsiusyoung.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Anders_Celsius_Signature.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Celsius%2C_Anders_%E2%80%93_De_novo_in_fluviis_norlandiarum_piscandi_modo%2C_1738_%E2%80%93_BEIC_8529648.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
flower,"A flower, sometimes known as a bloom or blossom, is the reproductive structure found in flowering plants (plants of the division Angiospermae).","['https://upload.wikimedia.org/wikipedia/commons/c/c5/15_Qian_Xuan_Eight_Flowers_National_Palace_Museum_Beijing.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/ABC_flower_development.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Acaena_novae-zelandiae1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Aikya_Linga_in_Varanasi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Amborella_trichopoda_%283065968016%29_fragment.jpg']"
Repeated cell division,Not found on Wikipedia,['Image not found']
Pollutions,Not found on Wikipedia,['Image not found']
Momentum,"In Newtonian mechanics, momentum (more specifically linear momentum or translational momentum) is the product of the mass and velocity of an object.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Billard.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Elastischer_sto%C3%9F.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Elastischer_sto%C3%9F3.gif']"
Burning of coal,Not found on Wikipedia,['Image not found']
initial value,Not found on Wikipedia,['Image not found']
Shaheen,Not found on Wikipedia,['Image not found']
Lack of earthquake preparedness,Not found on Wikipedia,['Image not found']
Hinge joint,A  hinge joint (ginglymus or ginglymoid) is a bone joint in which the articular surfaces are molded to each other in such a manner as to permit motion only in one plane.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Gelenke_Zeichnung01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Gray338.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Argon,Argon is a chemical element with the symbol Ar and atomic number 18.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/ArTube.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Argon-fluorohydride-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Argon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Argon_discharge_tube.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Argon_ice_1.jpg']"
Annual examination,Not found on Wikipedia,['Image not found']
Remaining gas,Not found on Wikipedia,['Image not found']
Senior people,Not found on Wikipedia,['Image not found']
Outermost orbit,Not found on Wikipedia,['Image not found']
Operculum,Operculum may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Merge-arrow.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chromatid 1,Not found on Wikipedia,['Image not found']
Oviparous,Not found on Wikipedia,['Image not found']
torch,"A torch is a stick with combustible material at one end, which can be used as a light source or to set something on fire.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/18th_November_Torchlight_procession_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/43-aspetti_di_vita_quotidiana%2C_illuminazione%2CTaccuino_Sanita.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Firebreathingtorch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Zaire_%281971%E2%80%931997%29.svg']"
Concave mirrors,Not found on Wikipedia,['Image not found']
Vmegair,Not found on Wikipedia,['Image not found']
Pipes,Not found on Wikipedia,['Image not found']
Inner side,Not found on Wikipedia,['Image not found']
Kite,A kite is a tethered heavier-than-air or lighter-than-air craft with wing surfaces that react against the air to create lift and drag forces.,"['https://upload.wikimedia.org/wikipedia/commons/d/d4/A_sketch_of_the_Mitsui_shop_in_Suruga_street_in_Edo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Balinese_Kites_5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Bermuda_Kite_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Charles-Barraud-maori-kite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Chinese_dragon_kite_%28Berkeley%2C_California_-_2000%29.jpg']"
average velocity,Not found on Wikipedia,['Image not found']
Narlikar,Not found on Wikipedia,['Image not found']
Mid-brain,Not found on Wikipedia,['Image not found']
Tritium,Tritium (from Ancient Greek  τρίτος (trítos) 'third') or hydrogen-3 (symbol T or 3H) is a rare and radioactive isotope of hydrogen with a half-life of about 12 years.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg']"
Atoms of oxygen,Not found on Wikipedia,['Image not found']
Life forms,Not found on Wikipedia,['Image not found']
Die,"Die, as a verb, refers to death, the cessation of life.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Secondary education,Secondary education or post-primary education covers two phases on the International Standard Classification of Education scale.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/GCED_for_the_rule_of_law_learning_outcomes_at_the_secondary_level.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/School.svg']"
Alone,Alone may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Pellagra disease,Not found on Wikipedia,['Image not found']
Mint,Mint or The Mint may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Neatly cut section,Not found on Wikipedia,['Image not found']
Reproduction,"Reproduction (or procreation or breeding) is the biological process by which new individual organisms – ""offspring"" – are produced from their ""parent"" or parents.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Evolsex-dia1a.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Hoverflies_mating_midair.jpg']"
Optically rarer medium,Not found on Wikipedia,['Image not found']
Walking people,Not found on Wikipedia,['Image not found']
Drinking water,Drinking water is water that is used in drink or food preparation; potable water is water that is safe to be used as drinking water.,"['https://upload.wikimedia.org/wikipedia/commons/a/ad/Clean_water_for_a_village_in_West_Lombok_%2810686572086%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Drinking_Water_%285457257908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Drinking_Water_Security_Poster_EPA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg']"
Frog's eggs,Not found on Wikipedia,['Image not found']
Plant cell wall,Not found on Wikipedia,['Image not found']
Rowing,Rowing is the act of propelling a human-powered watercraft using the sweeping motions of oars to displace water and generate reactional propulsion.,"['https://upload.wikimedia.org/wikipedia/commons/a/a2/Abraham_Willaerts%2C_Galley_and_men_of_war.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/AmstelRiverRowing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Bled_%288898122854%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Bolt_in_St_Mary%27s_Harbour_02.jpg']"
Tuberculosis Bacteria,Not found on Wikipedia,['Image not found']
Spiny seeds,Not found on Wikipedia,['Image not found']
Windpipe,Not found on Wikipedia,['Image not found']
green vegetables,Not found on Wikipedia,['Image not found']
0.08 m2,Not found on Wikipedia,['Image not found']
Unborn baby,Not found on Wikipedia,['Image not found']
Cloths,Not found on Wikipedia,['Image not found']
Table 7.5,Not found on Wikipedia,['Image not found']
Raw ingredient,Not found on Wikipedia,['Image not found']
Relative atomic mass,"Relative atomic mass (symbol: Ar; sometimes abbreviated RAM or r.a.m.), also known by the deprecated synonym atomic weight, is a dimensionless physical quantity defined as the ratio of the average mass of atoms of a chemical element in a given sample to the atomic mass constant.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Specifications,Not found on Wikipedia,['Image not found']
Concave mirror,Not found on Wikipedia,['Image not found']
Antibiotic production,Not found on Wikipedia,['Image not found']
Cyprus,"Cyprus ( (listen)), officially the Republic of Cyprus, is an island country located in the eastern Mediterranean Sea.","['https://upload.wikimedia.org/wikipedia/commons/9/90/Armenian_Alphabet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Arms_of_Cyprus.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Atlas_Ortelius_KB_PPN369376781-073av-073br.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/BlueEurozone.svg']"
Several mammals,Not found on Wikipedia,['Image not found']
Lowest value,Not found on Wikipedia,['Image not found']
Chitin,"Chitin (C8H13O5N)n ( KY-tin) is a long-chain polymer of N-acetylglucosamine, an amide derivative of glucose.","['https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Chitin_glucose_and_cellulose.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/European_wasp_white_bg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Glanzkaefer.jpg']"
High pressure,"In science and engineering the study of high pressure examines its effects on materials and the design and construction of devices, such as a diamond anvil cell, which can create high pressure.",['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Fundamental demands,Not found on Wikipedia,['Image not found']
Moves,Moves may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Phosphorus,Phosphorus is a chemical element with the symbol P and atomic number 15.,"['https://upload.wikimedia.org/wikipedia/commons/5/51/BlackPhosphorus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Black_Phosphorus_Ampoule.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Cubic-body-centered.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/DSCN5766-guano-glantz_crop_b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Hittorf%27s_violet_phosphorus.png']"
Richter scale,Not found on Wikipedia,['Image not found']
Class IX,Not found on Wikipedia,['Image not found']
Right hand,Not found on Wikipedia,['Image not found']
Formation of the Earth,Not found on Wikipedia,['Image not found']
Dry salt,Not found on Wikipedia,['Image not found']
Dwarfs,Not found on Wikipedia,['Image not found']
Menstrual cycle,The menstrual cycle is a series of natural changes in hormone production and the structures of the uterus and ovaries of the female reproductive system that makes pregnancy possible.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Estradiol_and_progesterone_%25_changes_across_the_menstrual_cycle.tif', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Figure_28_02_07.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Human_ovarian_follicle.jpg']"
Convex lenses,Not found on Wikipedia,['Image not found']
Membrane,A membrane is a selective barrier; it allows some things to pass through but stops others.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Constant_TMP_and_constant_Flux.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Cross-flow_dead-end.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Hollow_fiber_membrane_wall.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Schematic_of_size-based_membrane.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Waste_Hierarchy.png']"
Month of Ashwin,Not found on Wikipedia,['Image not found']
Foods,Not found on Wikipedia,['Image not found']
7.7(b),Not found on Wikipedia,['Image not found']
1970 cyclone,Not found on Wikipedia,['Image not found']
Droppings,Not found on Wikipedia,['Image not found']
Concave or diverging lens,Not found on Wikipedia,['Image not found']
Oxidation,Not found on Wikipedia,['Image not found']
Oxygen-rich Rationalised 2023-24 Science 70 mixture,Not found on Wikipedia,['Image not found']
Grain production,Not found on Wikipedia,['Image not found']
Activity 8.2,Not found on Wikipedia,['Image not found']
Speed of light in the medium,Not found on Wikipedia,['Image not found']
Delicate,Delicate may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Small amount,Not found on Wikipedia,['Image not found']
Deficient diet,Not found on Wikipedia,['Image not found']
Drink,A drink or beverage is a liquid intended for human consumption.,"['https://upload.wikimedia.org/wikipedia/commons/4/45/A_small_cup_of_coffee.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Baco%2C_por_Caravaggio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Champagne_flute_and_bottle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Emblem-relax.svg']"
Slipperiness,"Slipperiness is when a surface has a low coefficient of friction, allowing objects to glide across the surface.","['https://upload.wikimedia.org/wikipedia/commons/9/9b/ArealVelocity.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/St._Paul%27s_School_%28New_Hampshire%29_in_1890_09.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/The_Lin_Family_Mansion_and_Garden_%E6%9E%97%E5%AE%B6%E8%8A%B1%E5%9C%92_-_panoramio_%286%29.jpg']"
At present,Not found on Wikipedia,['Image not found']
Crystal structures,Not found on Wikipedia,['Image not found']
Fires involving oil and petrol,Not found on Wikipedia,['Image not found']
Animal cell,Not found on Wikipedia,['Image not found']
CFC,"CFC, cfc, or Cfc may stand for:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Perceive,Not found on Wikipedia,['Image not found']
Nisinda,Not found on Wikipedia,['Image not found']
0oC,Not found on Wikipedia,['Image not found']
Our total body weight,Not found on Wikipedia,['Image not found']
Maximum height,Not found on Wikipedia,['Image not found']
Delhi,"Delhi, officially the National Capital Territory (NCT) of Delhi, is a city and a union territory of India containing New Delhi, the capital of India.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Anglo_Arabic_School%27s_Hostel_earlier_known_as_Ghaziuddin_Khan_Madrasa.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Arvind_Kejriwal_smiling_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Basant_Celebrations_at_Dargah.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Birla_Mandir_Delhi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Building_7_jamia.JPG']"
Adult,An adult is a human or other animal that has reached full growth.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/RudolfMilly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Views_of_a_Foetus_in_the_Womb_detail.jpg']"
Angles,"The Angles (Old English: Ængle, Engle; Latin: Angli) were one of the main Germanic peoples who settled in Great Britain in the post-Roman period.","['https://upload.wikimedia.org/wikipedia/commons/7/74/1st_century_Germani.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Angeln.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Anglo-Saxon_Homelands_and_Settlements.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Beda_Petersburgiensis_f3v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Britain_peoples_circa_600.svg']"
Balloon,"A balloon is a flexible bag that can be inflated with a gas, such as helium, hydrogen, nitrous oxide, oxygen, and air.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/2018_First_of_May_in_Helsinki_%2847782051631%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Balloonsanimals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Congrats_bqt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Dopey_Balloon_Twisting_Table_Centerpiece_for_Rays_Draft_Room.jpg']"
Poultry feeds,Not found on Wikipedia,['Image not found']
Ear hole,Not found on Wikipedia,['Image not found']
Increased percentage of carbon dioxide,Not found on Wikipedia,['Image not found']
Some genes,Not found on Wikipedia,['Image not found']
Pseudopodia,A pseudopod or pseudopodium (plural: pseudopods or pseudopodia) is a temporary arm-like projection of a eukaryotic cell membrane that is emerged in the direction of movement.,"['https://upload.wikimedia.org/wikipedia/commons/0/08/Amoeba_proteus_with_many_pseudopodia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/PseudopodiaFormsDavidPatterson.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Echo,"In audio signal processing and acoustics, an echo is a reflection of sound that arrives at the listener with a delay after the direct sound.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Sediment_echo-sounder_hg.png', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Spectrogram_showing_shared_partials.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Toothed_whale_sound_production.svg']"
Production of food grains,Not found on Wikipedia,['Image not found']
Same flower,Not found on Wikipedia,['Image not found']
Blue,"Blue is one of the three primary colours in the RYB colour model (traditional colour theory), as well as in the RGB (additive) colour model.","['https://upload.wikimedia.org/wikipedia/commons/9/9f/2009-03-29Dendrobates_tinctorius_azureus106.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/2010._%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA._%D0%9A%D0%B0%D1%80%D0%BD%D0%B0%D0%B2%D0%B0%D0%BB_%D0%BD%D0%B0_%D0%B4%D0%B5%D0%BD%D1%8C_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0_010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/A_Miner_in_His_Cabin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/A_blue_eye.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/AdditiveColorMixing.svg']"
Light particles,Not found on Wikipedia,['Image not found']
Electrovalent compounds,Not found on Wikipedia,['Image not found']
Objects in the universe,Not found on Wikipedia,['Image not found']
Functions of eyes,Not found on Wikipedia,['Image not found']
Nuclei,Not found on Wikipedia,['Image not found']
Charged object,Not found on Wikipedia,['Image not found']
1 minute,Not found on Wikipedia,['Image not found']
Plantae,Not found on Wikipedia,['Image not found']
Thinking tissue,Not found on Wikipedia,['Image not found']
Shade,"Shade, Shades or Shading may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Cashew,The cashew tree (Anacardium occidentale) is a tropical evergreen tree native to South America in the genus Anacardium that produces the cashew seed and the cashew apple accessory fruit.,"['https://upload.wikimedia.org/wikipedia/commons/0/00/Anacardium_occidental_%28Bangla_-_%E0%A6%95%E0%A6%BE%E0%A6%9C%E0%A7%81%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%AE%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Anacardium_occidentale_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Cajueiro_Meconta.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/CashewSnack.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Cashew_-_sprout.jpg']"
Genetic engineering,"Genetic engineering, also called genetic modification or genetic manipulation, is the modification and  manipulation of an organism's genes using technology.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Agrobacterium-tumefaciens.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Applications_of_combinatorial_gene_circuit_optimization_strategies.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Breeding_transgenesis_cisgenesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Bt_plants.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Red phosphorus,Not found on Wikipedia,['Image not found']
Pea plant,Not found on Wikipedia,['Image not found']
Journey,Journey or journeying may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fatherhood,Not found on Wikipedia,['Image not found']
Findings,Not found on Wikipedia,['Image not found']
Chapter Eleven,Not found on Wikipedia,['Image not found']
Boiling tube,Not found on Wikipedia,['Image not found']
Middle finger,"The middle finger, long finger, second finger, third finger, toll finger or tall man is the third digit of the human hand, located between the index finger and the ring finger.","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Bone.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Hand_-_Middle_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg']"
Aged women,Not found on Wikipedia,['Image not found']
