Entity,Definition,Images
T.T. time,Not found on Wikipedia,['Image not found']
Origin of life,Not found on Wikipedia,['Image not found']
Papercutting,Papercutting or paper cutting is the art of paper designs.,"['https://upload.wikimedia.org/wikipedia/commons/4/4f/Chinese_Paper_Cutting.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Chinese_paper_cuttings.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/DogYearPaperCutting.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/GoetheLebensgrosserScherenschnittUm1778S87.jpg']"
Nicotine,Nicotine is a naturally produced alkaloid in the nightshade family of plants (most predominantly in tobacco and Duboisia hopwoodii) and is widely used recreationally as a stimulant and anxiolytic.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/CC_BY_icon-80x15.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/DunhillEarlyMorningPipeMurrays.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Joe_dimaggio_camel_ad.jpg']"
River water pollution,Not found on Wikipedia,['Image not found']
Push,Push  may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lysergic acid diethylamide,Not found on Wikipedia,['Image not found']
Easy experiment,Not found on Wikipedia,['Image not found']
Lunar lamp,Not found on Wikipedia,['Image not found']
Multi-plication,Not found on Wikipedia,['Image not found']
Treasure,"Treasure (from Latin: thesaurus from Greek language θησαυρός thēsauros, ""treasure store"") is a concentration of wealth — often originating from ancient history — that is considered lost and/or forgotten until rediscovered.","['https://upload.wikimedia.org/wikipedia/commons/5/54/A_hoard_of_Iron_Age_coins_from_Beverly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Mahanidhi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Pirate_Flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Pyle_pirates_burying2.jpg']"
Six,Not found on Wikipedia,['Image not found']
Tree,"In botany, a tree is a perennial plant with an elongated stem, or trunk, usually supporting branches and leaves.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/Ash_Tree_-_geograph.org.uk_-_590710.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Bombax_LalBagh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Buk1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Claude_Monet%2C_Weeping_Willow.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Metre per second,"The metre per second  is the unit of both speed (a scalar quantity) and velocity (a vector quantity, which has direction and magnitude) in the International System of Units (SI), equal to the speed of a body covering a distance of one metre in a time of one second.",['Image not found']
Beef,Beef is the culinary name for meat from cattle (Bos taurus).,"['https://upload.wikimedia.org/wikipedia/commons/d/d1/Beef_Curry_in_Bangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Beef_Roasted_with_Vinegar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg']"
Inflammation,"Inflammation (from Latin: inflammatio) is part of the complex biological response of body tissues to harmful stimuli, such as pathogens, damaged cells, or irritants, and is a protective response involving immune cells, blood vessels, and molecular mediators.","['https://upload.wikimedia.org/wikipedia/commons/6/6c/Acute_Appendicitis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Allergy_to_Antibiotic_Cefaclor.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Asthma_%28Lungs%29.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/CD_colitis_2.jpg']"
Lactic acid bacteria,"Lactobacillales are an order of gram-positive, low-GC, acid-tolerant, generally nonsporulating, nonrespiring, either rod-shaped (bacilli) or spherical (cocci) bacteria that share common metabolic and physiological characteristics.","['https://upload.wikimedia.org/wikipedia/commons/e/e3/02-0667_1b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Lactic_acid_transformation_from_malic_acid.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png']"
Lactic acid,Lactic acid is an organic acid.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/7_Milchs%C3%A4ure.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Blood_values_sorted_by_mass_and_molar_concentration.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Lactic-acid-from-xtal-3D-bs-17.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Dirt management,Not found on Wikipedia,['Image not found']
I Ftgu.re-Q 2,Not found on Wikipedia,['Image not found']
Reasonably opinion,Not found on Wikipedia,['Image not found']
Baral River,"Baral (Borhal Bengali: বড়াল) river is one of the offshoots of the Ganges, starts its journey at Charghat Upazila of Rajshahi District of Bangladesh.","['https://upload.wikimedia.org/wikipedia/commons/8/81/Boral_River_near_Arani_Rail_Station_in_Bangladesh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Early change,Not found on Wikipedia,['Image not found']
Sound sleep,Not found on Wikipedia,['Image not found']
Rganic acid,Not found on Wikipedia,['Image not found']
Fractal,"In mathematics, a fractal is a geometric shape containing detailed structure at arbitrarily small scales, usually having a fractal dimension strictly exceeding the topological dimension.","['https://upload.wikimedia.org/wikipedia/commons/1/1c/3D_Computer_Generated_Fractal.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/60_degrees_2x_recursive_IFS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Animated_fractal_mountain.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Apophysis-100303-104.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Brefeldia_maxima_plasmodium_on_wood.jpg']"
Polio,"Poliomyelitis, commonly shortened to polio, is an infectious disease caused by the poliovirus.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Dracunculiasis_and_Poliomyelitis_cases_per_year.png']"
Apollo 5,"Apollo 5 (launched January 22, 1968), also known as AS-204, was the uncrewed first flight of the Apollo Lunar Module (LM) that would later carry astronauts to the surface of the Moon.","['https://upload.wikimedia.org/wikipedia/commons/e/e1/Apollo_5_on_pad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Apollo_program.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Lunar_Module-1_and_Spacecraft_Lunar_Module_Adapter_%28SLA%29-7_in_the_Kennedy_Space_Center%27s_Manned_Spacecraft_Operations_Building.jpg']"
Animal feed,"Animal feed is food given to domestic animals, especially livestock,  in the course of animal husbandry.","['https://upload.wikimedia.org/wikipedia/commons/f/f4/CSIRO_ScienceImage_3086_Handfeeding_sheep_in_feedlot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Cows_eating_TMR.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Feedlot-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Forage_Sorghum_of_Tamilnadu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Hermetiaillucens.jpg']"
Quality environment,Not found on Wikipedia,['Image not found']
Email address,An email address identifies an email box to which messages are delivered.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Crystal_Clear_app_linneighborhood.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Telecom-icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg']"
Sickle,"A sickle, bagging hook, reaping-hook or grasshook is a single-handed agricultural tool designed with variously curved blades and typically used for harvesting, or reaping, grain crops or cutting succulent forage chiefly for feeding livestock, either freshly cut or dried as hay.","['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/BLW_Stained_Glass_Panel_%28August%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/ClaySumerianSickle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Hasiya_in_khurpeto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Hasiya_krish.jpg']"
Italy,"Italy (Italian: Italia [iˈtaːlja] (listen)), officially the Italian Republic or the Republic of Italy, is a country in Southern and Western Europe.","['https://upload.wikimedia.org/wikipedia/commons/b/bb/%27David%27_by_Michelangelo_Fir_JBU004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/01_partigiani_a_milano1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/2015_sicily.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/2020_coronavirus_task_force.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg']"
Soil pollution,Not found on Wikipedia,['Image not found']
Newton's laws of motion,Newton's laws of motion are three basic laws of classical mechanics that describe the relationship between the motion of an object and the forces acting on it.,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Animated-mass-spring-faster.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Binary_system_orbit_q%3D3_e%3D0.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Bouncing_ball_strobe_edit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Brownian_motion_large.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Infrastructure,"Infrastructure is the set of facilities and systems that serve a country, city, or other area, and encompasses the services and facilities necessary for its economy, households and firms to function.","['https://upload.wikimedia.org/wikipedia/commons/9/97/Blick_auf_A_2_bei_Rastst%C3%A4tte_Lehrter_See_%282009%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Ferry_Building_at_night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Grand_Coulee_Dam_spillway.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Lehigh-Valley-Hospital.x.jpg']"
Climate,"Climate is the long-term weather pattern in a region, typically averaged over 30 years.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/Change_in_Average_Temperature_With_Fahrenheit.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Climate_change_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Global_Temperature_And_Forces_With_Fahrenheit.svg']"
Huntington's disease,"Huntington's disease (HD), also known as Huntington's chorea, is a neurodegenerative disease that is mostly inherited.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/Autosomal_Dominant_Pedigree_Chart2.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Basal_ganglia_and_related_structures_%282%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Huntington%27s_disease_%285880985560%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Huntington.jpg']"
Blue vitriol,Not found on Wikipedia,['Image not found']
Fly,"Flies are insects of the order Diptera, the name being derived from the Greek δι- di- ""two"", and πτερόν pteron ""wing"".","['https://upload.wikimedia.org/wikipedia/commons/e/e5/Acrocera_globulus.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Anopheles_stephensi.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Anthomyiidae_%28female%29_%2810144905255%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Anthomyiidae_sp._1_%28aka%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Asilidae_icon.jpg']"
Bronchitis,Bronchitis is inflammation of the bronchi (large and medium-sized airways) in the lungs that causes coughing.,"['https://upload.wikimedia.org/wikipedia/commons/9/99/Bronchitis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Bronchitis.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Plastic_bronchitis_casts.png']"
Synthetic fiber,"Synthetic fibers or synthetic fibres (in British English; see spelling differences) are fibers made by humans through chemical synthesis, as opposed to natural fibers that are directly derived from living organisms, such as plants (like cotton) or fur from animals.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Joseph_Wilson_Swan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Viscose_Rayon_spinning_machine.JPG']"
Rest by change of work,Not found on Wikipedia,['Image not found']
Energy savings bulb,Not found on Wikipedia,['Image not found']
Soluble solution,Not found on Wikipedia,['Image not found']
Adult,An adult is a human or other animal that has reached full growth.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/RudolfMilly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Views_of_a_Foetus_in_the_Womb_detail.jpg']"
Telephone wire,Not found on Wikipedia,['Image not found']
Office,An office is a space where the employees of an organization perform administrative work in order to support and realize the various goals of the organization.,"['https://upload.wikimedia.org/wikipedia/commons/5/52/Acap.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Alandia_Trade_Center%2C_2019_%2801%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Apple_park_cupertino_2019.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Brainstorm_room.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Break_area.png']"
Cheese,"Cheese is a dairy product produced in wide ranges of flavors, textures, and forms by coagulation of the milk protein casein.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/00928_Beskider_K%C3%A4se_aus_Schafsmilch_2013%3B_Sheep%27s-milk_cheeses_from_Poland%3B_Northern_Subcarpathians.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/81/2014-12-08_Bergk%C3%A4se_mit_Antipasta_5713.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/2015-01-25_Tobermory%2C_Isle_of_Mull_Cheese_Sgriob-ruadh_Farm_-_hu_-_7900.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/9-alimenti%2C_formaggi%2CTaccuino_Sanitatis%2C_Casanatense_4182..jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Bavaria_blu_03_WikiCheese_Lokal_K.jpg']"
Con- densation,Not found on Wikipedia,['Image not found']
Food spoilage,Food spoilage is the process where a food product becomes unsuitable to ingest by the consumer.,"['https://upload.wikimedia.org/wikipedia/commons/1/16/-2021-07-07_Wrapped_Morrisons_Melton_Mowbray_Pork_Pie%2C_Trimingham_%282%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Fungus_growing_on_orange_peel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/RiceMold.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Rotten_apple.jpg']"
Ontogeny,"Ontogeny (also ontogenesis) is the origination and development of an organism (both physical and psychological, e.g., moral development), usually from the time of fertilization of the egg to adult.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/2912_Neurulation-02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Acraea_zetes_caterpillar_to_pupae_to_butterfly_metamorphosis_by_Nick_Hobgood.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Blastula.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Ernst_Haeckel%2C_Anthropogenie._Wellcome_L0027291.jpg']"
Electrical grid,An electrical grid is an interconnected network for electricity delivery from producers to consumers.,"['https://upload.wikimedia.org/wikipedia/commons/f/f5/20110313-TokyoTower.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/500kV_3-Phase_Transmission_Lines.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/A_network_diagram_of_the_%27nesta_case1354_pegase_high_voltage%27_electrical_power_system.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Animal protein,Not found on Wikipedia,['Image not found']
Purification of water,Purification of water  may refer to any of the following.,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Diseese3,Not found on Wikipedia,['Image not found']
Divhion,Not found on Wikipedia,['Image not found']
Mountain,"A mountain is an elevated portion of the Earth's crust, generally with steep sides that show significant exposed bedrock.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/080103_hakkai_fuji.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Everest_North_Face_toward_Base_Camp_Tibet_Luca_Galuzzi_2006.jpg']"
Ql'nts,Not found on Wikipedia,['Image not found']
Town,A town is a human settlement.,"['https://upload.wikimedia.org/wikipedia/commons/4/47/1_2014_panorama_bishan_park_aerial_gopro_dji_phantom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/41012_Zuidhavenpoort_zierikzee_Met_Noordhavenpoort.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/A_street_in_H%C3%BAsav%C3%ADk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Fatima_0549_%2819531851070%29.jpg']"
AleunderGrahamBell,Not found on Wikipedia,['Image not found']
Magazine,"A magazine is a periodical publication, generally published on a regular schedule (often weekly or monthly), containing a variety of content.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/GazettedeFrance.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/German_Printmagazines.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Harper%27s_January.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/LIFEMagazine10Jul1924.jpg']"
Unfavourable condition,Not found on Wikipedia,['Image not found']
South Asia,"South Asia is the southern subregion of Asia, which is defined in both geographical and ethnic-cultural terms.","['https://upload.wikimedia.org/wikipedia/commons/5/53/7_Local_Superclusters_%28blank_2%29.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Arms_of_the_Islamic_Emirate_of_Afghanistan.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Babyimmunization.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/British_Indian_Empire_1909_Imperial_Gazetteer_of_India.jpg']"
Indigenous peoples in Indonesia,Not found on Wikipedia,['Image not found']
Parachuting,"Parachuting, including also skydiving, is a method of transiting from a high point in the atmosphere to the surface of Earth with the aid of gravity, involving the control of speed during the descent using a parachute or parachutes.","['https://upload.wikimedia.org/wikipedia/commons/e/e2/%22Parachutist%22_simulator_during_the_%22Armiya_2022%22_exhibition.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/720th_Special_Tactics_Group_airmen_jump_20071003.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Army_display_parachutist_landing_29Sept2018_arp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Canopy_Relative_Work_%28CReW%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/DC-3_loading%3B_plus_dirt_diving.jpg']"
Cool,Cool commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Human food,"Human food is that food which is fit for human consumption, and which humans willingly eat.","['https://upload.wikimedia.org/wikipedia/commons/7/73/2005food_import.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2007feb-sushi-odaiba-manytypes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Africa_Food_Security_18_%2810665134354%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Africa_Food_Security_21_%2810665132276%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Allyn_House_restaurant_menu_%28March_5%2C_1859%29.jpg']"
Mental disorder,"A mental disorder, also referred to as a mental illness or psychiatric disorder, is a behavioral or mental pattern that causes significant distress or impairment of personal functioning.","['https://upload.wikimedia.org/wikipedia/commons/4/4d/A_mentally_ill_patient_in_a_strait-jacket_attached_to_the_wa_Wellcome_V0016643ER.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/American_Lady_Against_The_Sky.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Dr_Thomas_S_Szasz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Gautier_-_Salpetriere.JPG']"
Die,"Die, as a verb, refers to death, the cessation of life.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Sunscreen,"Sunscreen, also known as sunblock or sun cream, is a photoprotective topical product for the skin that helps protect against sunburn and most importantly prevent skin cancer.","['Image not found', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Erythemal_action_spectrum.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/SPF15SunBlock.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Sama_woman_with_traditional_sun_protection_%28%22borak%22%29.JPG']"
Opposite force,Not found on Wikipedia,['Image not found']
Ammonium hydroxide,Not found on Wikipedia,['Image not found']
Hmnus,Not found on Wikipedia,['Image not found']
Positive ion,Not found on Wikipedia,['Image not found']
Tissue culture,Tissue culture is the growth of tissues or cells in an artificial medium separate from the parent organism.,"['https://upload.wikimedia.org/wikipedia/commons/5/54/Cho_cells_adherend2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Leg,"A leg is a weight-bearing and locomotive anatomical structure, usually having a columnar shape.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/86_ACPS_Atlanta_1996_Swimming_General_Views.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/InsectLeg.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Mammoth_leg.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Energy,"In physics, energy (from Ancient Greek  ἐνέργεια (enérgeia) 'activity') is the quantitative property that is transferred to a body or to a physical system, recognizable in the performance of work and in the form of heat and light.","['https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Energy_Arc_%28central_electrode_of_a_Plasma_Lamp%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Energy_and_life.svg']"
Natural fiber,"Natural fibers or natural fibres (see spelling differences) are fibers that are produced by geological processes, or from the bodies of plants or animals.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/19th_century_knowledge_weaving_flax_hemp_jute_manila_sisal_vegetable_fibers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/20-QWSTION-BANANATEX-FIBERS-2-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/2021_Sagano_Bamboo_forest_in_Arashiyama%2C_Kyoto%2C_Japan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Alpha_Keratin_Basic_Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg']"
Agricultural land,"Agricultural land is typically land devoted to agriculture, the systematic and controlled use of other forms of life—particularly the rearing of livestock and production of crops—to produce food for humans.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Agricultural-area-per-capita_%281%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Agricultural_area_over_the_long-term%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Farmland_Ready_For_Paddy_Cultivation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg']"
Tropical and subtropical regions of Earth,Not found on Wikipedia,['Image not found']
Abdul Khaleque Ripon Kumar Das,Not found on Wikipedia,['Image not found']
Roughage protection,Not found on Wikipedia,['Image not found']
