Entity,Definition,Images
Hand operated,Not found on Wikipedia,[]
Knitting,Knitting is a method for production of textile fabrics by interlacing yarn loops with loops of the same or other yarns.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Blue_crocheting_thread.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Cable_Needles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Circular_knitting_needles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Fiber,Fiber or fibre (from Latin: fibra) is a natural or artificial substance that is significantly longer than it is wide.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fibreoptic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Kapok_seeds_I_IMG_8004.jpg']"
Fiber,Fiber or fibre (from Latin: fibra) is a natural or artificial substance that is significantly longer than it is wide.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fibreoptic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Kapok_seeds_I_IMG_8004.jpg']"
Textile,"Textile is an umbrella term that includes various fiber-based materials, including fibers, yarns, filaments, threads, different fabric types, etc.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
Bag,A bag (also known regionally as a sack) is a common tool in the form of a non-rigid container.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Bolsas-de-asa-plana-interior-bolsapubli.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Burberry_handbag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Coffee_Stacked_Bags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Garbage_bag_Basel_Bebbisagg.JPG']"
Fleece,Fleece may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Flaxis,Not found on Wikipedia,[]
Nile,The Nile is a major north-flowing river in northeastern Africa.,"['https://upload.wikimedia.org/wikipedia/commons/d/d0/1911Nile.png', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/All_Gizah_Pyramids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Cairo_skyline%2C_Panoramic_view%2C_Egypt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Draping,Not found on Wikipedia,[]
Sewing needle,"A sewing needle, used for hand-sewing, is a long slender tool with a pointed tip at one end and a hole (or eye) to hold the sewing thread.","['https://upload.wikimedia.org/wikipedia/commons/2/27/A_depiction_of_needle.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Aiguille_os_246.1_Global.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/MODOHirsch.jpg']"
Stitch (textile arts),"In the textile arts, a stitch  is a single turn or loop of thread, or yarn.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Fig._3._Position_of_the_hands_without_cushion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Natural fiber,"Natural fibers or natural fibres (see spelling differences) are fibers that are produced by geological processes, or from the bodies of plants or animals.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/19th_century_knowledge_weaving_flax_hemp_jute_manila_sisal_vegetable_fibers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/20-QWSTION-BANANATEX-FIBERS-2-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/2021_Sagano_Bamboo_forest_in_Arashiyama%2C_Kyoto%2C_Japan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Alpha_Keratin_Basic_Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg']"
False,False or falsehood may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fiber,Fiber or fibre (from Latin: fibra) is a natural or artificial substance that is significantly longer than it is wide.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fibreoptic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Kapok_seeds_I_IMG_8004.jpg']"
Jute,"Jute is a long, soft, shiny bast fiber that can be spun into coarse, strong threads.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Coffee_sacks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Flag_of_Bhutan.svg']"
Textile,"Textile is an umbrella term that includes various fiber-based materials, including fibers, yarns, filaments, threads, different fabric types, etc.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
Natural fiber,"Natural fibers or natural fibres (see spelling differences) are fibers that are produced by geological processes, or from the bodies of plants or animals.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/19th_century_knowledge_weaving_flax_hemp_jute_manila_sisal_vegetable_fibers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/20-QWSTION-BANANATEX-FIBERS-2-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/2021_Sagano_Bamboo_forest_in_Arashiyama%2C_Kyoto%2C_Japan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Alpha_Keratin_Basic_Structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg']"
Coconut fibre,Not found on Wikipedia,[]
Weaving,Weaving is a method of textile production  in which two distinct sets of yarns or threads are interlaced at right angles to form a fabric or cloth.,"['https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Andean_Weaving_Museum_of_Anthropology_UBC_Vancouver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Crop,A crop is a plant that can be grown and harvested extensively for profit or subsistence.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Drying_Crop_in_rural_Punjabi_home.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/France_Loiret_La_Bussiere_Potager_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/New_World_Domesticated_plants.JPG']"
Cotton,"Cotton is a soft, fluffy staple fiber that grows in a boll, or protective case, around the seeds of the cotton plants of the genus Gossypium in the mallow family Malvaceae.","['https://upload.wikimedia.org/wikipedia/commons/d/dd/Adams_%26_Bazemore_Cotton_Warehouse%2C_4th_near_Poplar%2C_circa_1877_-_DPLA_-_7e9ab74033df525c16cfacddfb85955f.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Armenian_cotton.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Bale_of_cotton_at_LA_State_Cotton_Museum_IMG_7387.JPG']"
Plant material,Not found on Wikipedia,[]
Sufism,"Sufism (Arabic: الصُّوفِيَّة‎ aṣ-ṣūfiyya), also known as Tasawwuf (التَّصَوُّف‎ at-taṣawwuf), is a mystic body of religious practice, found mainly within Sunni Islam but also within Shia Islam, which is characterized by a focus on Islamic spirituality, ritualism, asceticism and esotericism.","['https://upload.wikimedia.org/wikipedia/commons/0/06/5861-Linxia-Yu-Baba-Gongbei-main-building-roof.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/A_Sufi_in_Ecstasy_in_a_Landscape_LACMA_M.73.5.582.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Allah3.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Yarn,"Yarn is a long continuous length of interlocked fibres, used in sewing, crocheting, knitting, weaving, embroidery, ropemaking, and the production of textiles.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/40-QWSTION-BANANATEX-WARPING-LAUSCHSICHT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Caraz_Market_Lana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Cloth_Pencil_Box.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Paper,"Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.","['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Silk,"Silk is a natural protein fiber, some forms of which can be woven into textiles.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/%22Almgrensrosen%22-_ett_100_%C3%A5r_gammalt_m%C3%B6nster_2013.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Afrasyab_Chinese_Embassy%2C_carrying_silk_and_a_string_of_silkworm_cocoons.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Anoniem_-_La_charmante_rencontre.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Antheraea_assama_from_Assam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg']"
Meat,Meat is animal flesh that is eaten as food.,"['https://upload.wikimedia.org/wikipedia/commons/0/03/Animal_Abuse_Battery_Cage_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Atria_slaughterhouse_in_Nurmo_Seinajoki.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Blade_steak.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
Wool,"Wool is the textile fibre obtained from sheep and other mammals, especially goats, rabbits, and camelids.","['https://upload.wikimedia.org/wikipedia/commons/9/9e/ABS-7215.0-LivestockProductsAustralia-BrokersDealersReceivalsTaxableWool-AllSeries-BrokersDealersReceivalsTaxableWool-Australia-A2060656A.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Batik_Indonesia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/CSIRO_ScienceImage_1054_Wool_Fibre_of_the_gods.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/CSIRO_ScienceImage_11160_Siroscour.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Hair,Hair is a protein filament that grows from follicles found in the dermis.,"['https://upload.wikimedia.org/wikipedia/commons/6/68/506_Hair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Alessandro_Allori_-_Portrait_of_Bianca_Cappello.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Blackhair10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Brown_hair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/CSIRO_ScienceImage_8115_Human_hair_and_Merino_wool_fibre.jpg']"
Odor,An odor (American English) or odour (Commonwealth English; see spelling differences) is caused by one or more volatilized chemical compounds that are generally found in low concentrations that humans and many animals can perceive via their sense of smell.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/ALCOSAN_Odor_Control_Covers_%286926400399%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Jan_Brueghel_d._O._-_Allegorie_van_de_geur.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Fig (mathematics),Not found on Wikipedia,[]
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Rubber ball,Not found on Wikipedia,[]
Pitcher,"In baseball, the pitcher is the player who throws (""pitches"") the baseball from the pitcher's mound toward the catcher to begin each play, with the goal of retiring a batter, who attempts to either make contact with the pitched ball or draw a walk.","['https://upload.wikimedia.org/wikipedia/commons/0/0e/A.J._Minter_pitching_in_the_9th_inning_from_Nationals_vs._Braves_at_Nationals_Park%2C_September_13th%2C_2020_%28All-Pro_Reels_Photography%29_%2850342124226%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Baseball.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Baseball_P.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Baseball_fielding_positions_tiny.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Baseball_pitch_delivery.jpg']"
Human food,Food is the basic necessity of life for human beings as well as other animals.,"['https://upload.wikimedia.org/wikipedia/commons/7/73/2005food_import.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2007feb-sushi-odaiba-manytypes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Africa_Food_Security_18_%2810665134354%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Africa_Food_Security_21_%2810665132276%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Allyn_House_restaurant_menu_%28March_5%2C_1859%29.jpg']"
W e,Not found on Wikipedia,[]
Toy,A toy or plaything is an object that is used primarily to provide entertainment.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/3_Humfrey_hug-a-bears.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Beatrix_potter_certificate_of_registration_for_a_peter_rabbit_doll.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Child_and_Doll.jpg']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Classroom,A classroom or schoolroom is a learning space in which both children and adults learn.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Andrew_Classroom_De_La_Salle_University.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/ClassroomMoveableFurnitureITESMCCM_02.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Truck door,Not found on Wikipedia,[]
Wood,Wood is a structural tissue found in the stems and roots of trees and other woody plants.,"['https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Baseball.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/BlkWalnut-x-section.jpg']"
Group (mathematics),"In mathematics, a group is a set and an operation that combines any two elements of the set to produce a third element of the set, in such a way that the operation is associative, an identity element exists and every element has an inverse.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Ammonia-3D-balls-A.png', 'https://upload.wikimedia.org/wikipedia/commons/8/83/C60_Molecule.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Circle_as_Lie_group2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Clock_group.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg']"
Wood,Wood is a structural tissue found in the stems and roots of trees and other woody plants.,"['https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Baseball.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/BlkWalnut-x-section.jpg']"
File format,A file format is a standard way that information is encoded for storage in a computer file.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Bass_loop_1_%28Carrai_Pass%29.wav', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Boogie_riff_1.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Table (format),Not found on Wikipedia,[]
Construction,"Construction is a general term meaning the art and science to form objects, systems, or organizations, and comes from Latin constructio (from com- ""together"" and struere ""to pile up"") and Old French construction.","['https://upload.wikimedia.org/wikipedia/commons/0/04/-37_Construction.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/401-403-410_and_Construction_crop.png', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Algamildj.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Construction_Workers.jpg']"
Parent,A parent is a caregiver of the offspring in their own species.,"['https://upload.wikimedia.org/wikipedia/commons/5/5d/Barack_Obama_family_portrait_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Fran%C3%A7ois-Ren%C3%A9_Moreaux_-_O_imperador_D._Pedro_II%2C_sua_esposa_Teresa_Cristina_e_suas_filhas%2C_princesas_Isabel_e_Leopoldina%2C_1857.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Postpartum_baby2.jpg']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Column,"A column or pillar in architecture and structural engineering is a structural element that transmits, through compression, the weight of the structure above to other structural elements below.","['https://upload.wikimedia.org/wikipedia/commons/8/88/20131204_Istanbul_085.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Bankstownreservoir.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Colonne-p1040009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/ColumnEffectiveLength.png']"
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
 grouped object,Not found on Wikipedia,[]
Object,Object may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Scientific chart,Not found on Wikipedia,[]
Textile,"Textile is an umbrella term that includes various fiber-based materials, including fibers, yarns, filaments, threads, different fabric types, etc.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
TIES OF MATERIALS,Not found on Wikipedia,[]
