Entity,Definition,Images
Rickets,"Rickets is a condition that results in weak or soft bones in children, and is caused by either dietary deficiency or genetic causes.","['https://upload.wikimedia.org/wikipedia/commons/7/79/Cholecalciferol.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Ergocalciferol.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/RicketsChestXray.jpg']"
Snake,"Snakes are elongated, limbless, carnivorous reptiles of the suborder Serpentes ().","['https://upload.wikimedia.org/wikipedia/commons/8/89/Brazilian_Expeditionary_Forces_insignia_%28smoking_snake%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Carpet_snake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Charmeur_de_serpents_%C3%A0_Jaipur_%282%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Coast_Garter_Snake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Multicellular animal,Not found on Wikipedia,['Image not found']
Ciliate,"The ciliates are a group of alveolates characterized by the presence of hair-like organelles called cilia, which are identical in structure to eukaryotic flagella, but are in general shorter and present in much larger numbers, with a different undulating pattern than flagella.","['https://upload.wikimedia.org/wikipedia/commons/a/a9/Ciliate_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Development_of_the_Oxytricha_macronuclear_genome.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Oxytricha_trifallax.jpg']"
Fluid,"In physics, a fluid is a liquid, gas, or other material that continuously deforms (flows) under an applied shear stress, or external force.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Skin,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation.Other animal coverings, such as the arthropod exoskeleton, have different developmental origin, structure and chemical composition.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png']"
All these things happen,Not found on Wikipedia,['Image not found']
Anis,Anis (Arabic: أنيس) is a masculine given name.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Moving coil,Not found on Wikipedia,['Image not found']
Cell wall,"A cell wall is a structural layer surrounding some types of cells, just outside the cell membrane.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Allium-Mitose10-DM100x_BL28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Diatoms.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Eukaryota_cell_strucutre.PNG']"
Plant reproduction,"Plant reproduction is the production of new offspring in plants, which can be accomplished by sexual or asexual reproduction.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Mice_X_Y_chromosomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Orchidflower3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Lenticular transpiration,Not found on Wikipedia,['Image not found']
Ill root tip,Not found on Wikipedia,['Image not found']
Cellular nucleus,Not found on Wikipedia,['Image not found']
Chemical reaction,A chemical reaction is a process that leads to the chemical transformation of one set of chemical substances to another.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/Activation_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Azobenzene_isomerization_de.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Baeyer-Villiger-Oxidation-V1.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Chemical_precipitation_diagram_multilang.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg']"
Deugh cell,Not found on Wikipedia,['Image not found']
Child plant,Not found on Wikipedia,['Image not found']
Merchant,"A merchant is a person who trades in commodities produced by other people, especially one who trades with foreign countries.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/16th_century_costumes_of_merchants_from_Brabant_and_Antwerp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/4678_vleeshuis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/8197_-_Venezia_-_Scola_dei_fabbri_in_p.zza_San_Mois%C3%A8_%28sec._XVI%29_-_Foto_Giovanni_Dall%27Orto%2C_8-Aug-2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/A._van_Dyck_Portrait_of_Nicolaes_van_der_Borght_1625-1635.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/A_Hanseatic_merchant%2C_by_Hans_Holbein_the_younger.jpg']"
Imm roota,Not found on Wikipedia,['Image not found']
Academic degree,"An academic degree is a qualification awarded to a student upon successful completion of a course of study in higher education, usually at a college or university.","['https://upload.wikimedia.org/wikipedia/commons/5/52/Acap.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/King%27s_College_London_Medical_School_Graduates.png']"
Moon,The Moon is Earth's only natural satellite.,"['https://upload.wikimedia.org/wikipedia/commons/8/89/243_ida_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/ALSEP_AS17-134-20500.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/AS17-145-22224.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Aldrin_Looks_Back_at_Tranquility_Base_-_GPN-2000-001102.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Apollo_17_AS17-140-21497.jpg']"
2n2 electron,Not found on Wikipedia,['Image not found']
Automatic action,Not found on Wikipedia,['Image not found']
Biscxu,Not found on Wikipedia,['Image not found']
Word play,"Word play or wordplay (also: play-on-words) is a literary technique and a form of wit in which words used become the main subject of the work, primarily for the purpose of intended effect or amusement.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/ABOVE_wordplay_from_LIMA_PERU.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Emanuel_at_Ramat_Aviv_Mall_in_Tel_Aviv-Yafo%2C_Israel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Second orbit,Not found on Wikipedia,['Image not found']
Laboratory tube,Not found on Wikipedia,['Image not found']
Ttbtiflcllli,Not found on Wikipedia,['Image not found']
Scentless,Not found on Wikipedia,['Image not found']
Child,"A child (plural: children) is a human being between the stages of birth and puberty, or between the developmental period of infancy and puberty.","['https://upload.wikimedia.org/wikipedia/commons/0/03/2012_Infant_mortality_rate_per_1000_live_births%2C_under-5%2C_world_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/A_girl_at_a_Japanese_kindergarten_entrance_ceremony%2C_April_2019_%2803%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/African_child.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Boys_in_front_of_the_movie_theatre_on_Dundas_Street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Child.ogg']"
Hayacinth,Not found on Wikipedia,['Image not found']
Medical sign,Not found on Wikipedia,['Image not found']
UNESCO,"The United Nations Educational, Scientific and Cultural Organization is a specialized agency of the United Nations (UN) aimed at promoting world peace and security through international cooperation in education, arts, sciences and culture.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/April_2010%2C_UNESCO_Headquarters_in_Paris_-_The_Garden_of_Peace_%28or_Japanese_Garden%29_in_Spring.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Balance%2C_by_David.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Captura_de_Pantalla_2022-06-03_a_las_23.24.45.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Carondolete_en_el_cambio_de_guardia.jpg']"
Leaf,"A leaf is a principal appendage of the stem of a vascular plant, usually borne laterally aboveground and specialized for photosynthesis.","['https://upload.wikimedia.org/wikipedia/commons/c/c7/%28Ziziphus_jujuba%29_Foliage_at_Ammuguda_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/3D_rendering_of_a_micro_CT_scan_of_a_piece_of_dried_leaf..ogv', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Acer_Truncatum_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Adiantum_cunninghamii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Berberis_gagnepainii_thorn.jpg']"
Osmosis,"Osmosis (, US also ) is the spontaneous net movement or diffusion of solvent molecules through a selectively-permeable membrane from a region of high water potential (region of lower solute concentration) to a region of low water potential (region of higher solute concentration), in the direction that tends to equalize the solute concentrations on the two sides.","['https://upload.wikimedia.org/wikipedia/commons/6/62/0307_Osmosis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Human_Erythrocytes_OsmoticPressure_PhaseContrast_Plain.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Nouvelles_recherches_sur_l_endosmose_et_125.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Refraction,"In physics, refraction is the redirection of a wave as it passes from one medium to another.","['https://upload.wikimedia.org/wikipedia/commons/1/10/66599_%2C_Tupton.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Beach_and_waves_%282784111859%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Blackbird-sunset-03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/F%C3%A9nyt%C3%B6r%C3%A9s.jpg']"
Drawing,Drawing is a form of visual art in which an artist uses instruments to mark paper or other two-dimensional surface.,"['https://upload.wikimedia.org/wikipedia/commons/1/18/2-punktperspektive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Da_Vinci_Vitruve_Luc_Viatour_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Edward_Law._Pencil_drawing_by_H._M._Raeburn%2C_1909._Wellcome_V0003431.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Galileo_moon_phases.jpg']"
Dublin,"Dublin (; Irish: Baile Átha Cliath, pronounced [ˈbˠalʲə aːhə ˈclʲiə] or [ˌbʲlʲaː ˈclʲiə]) is the capital and largest city of Ireland.","['https://upload.wikimedia.org/wikipedia/commons/3/38/%28Ireland%29_Dublin_Castle_Up_Yard.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/20130810_dublin214.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/93/ROU_Bucharest_CoA1.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Arms_of_Madrid_City.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Aviva_Stadium%28Dublin_Arena%29.JPG']"
Telophase,"Telophase (from Ancient Greek  τέλος (télos) 'end, result, completion', and  φάσις (phásis) 'appearance') is the final stage in both meiosis and mitosis in a eukaryotic cell.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Stages_of_late_M_phase_in_a_vertebrate_cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/TelophaseIF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Telophase_eukaryotic_mitosis.svg']"
Muscle,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
F,"F, or f, is the sixth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/1/1e/BSL_letter_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Braille_F6.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Capitalis_monumentalis_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Digamma_uc_lc.svg']"
Synthesizing reaction,Not found on Wikipedia,['Image not found']
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Positive attitude,Not found on Wikipedia,['Image not found']
Mitosis,"In cell biology, mitosis () is a part of the cell cycle in which replicated chromosomes are separated into two new nuclei.","['https://upload.wikimedia.org/wikipedia/commons/9/91/Anaphase_IF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Anaphase_during_Mitosis.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Animal_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Atypical_mitosis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/CONDENSING_CHROMOSOMES_2.jpg']"
Ball,"A ball is a round object (usually spherical, but can sometimes be ovoid) with several uses.","['https://upload.wikimedia.org/wikipedia/commons/4/43/A_cherry_utility_ball_in_a_field_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Assortment_of_40_mm_table_tennis_balls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Ball%2C_%E0%B4%AA%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%8D.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ball_and_pin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Bandy_ball_%28Orange%29.JPG']"
Blackness,Blackness may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hecuse,Not found on Wikipedia,['Image not found']
Centromere,The centromere links a pair of sister chromatids together during cell division.,"['https://upload.wikimedia.org/wikipedia/commons/4/4e/Centromere_Placement.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Chromosome.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Human_karyotype_with_bands_and_sub-bands.png']"
Systris,Not found on Wikipedia,['Image not found']
Animal development,Not found on Wikipedia,['Image not found']
Copper sulfate,The pentahydrated form of copper sulfate is also known as blue stone or blue vitriol due to its bluish color.,['https://upload.wikimedia.org/wikipedia/commons/a/ac/Chem_template.svg']
Daughter chromosome,Not found on Wikipedia,['Image not found']
Kilocalorie,Not found on Wikipedia,['Image not found']
Work limit,Not found on Wikipedia,['Image not found']
Why it happens,Not found on Wikipedia,['Image not found']
Jaw,"The jaw is any opposable articulated structure at the entrance of the mouth, typically used for grasping and manipulating food.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Bullant_head_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Great_white_shark_at_his_back11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Human_jawbone_left.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Hog,Hog may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
4.4.9,Not found on Wikipedia,['Image not found']
Cambodia,"Cambodia ( (listen); also Kampuchea (; Khmer: កម្ពុជា, UNGEGN: Kâmpŭchéa  [kampuciə]), officially the Kingdom of Cambodia, is a country in the southern Indochinese Peninsula in Southeast Asia, spanning an area of 181,035 square kilometres (69,898 square miles), bordered by Thailand to the northwest, Laos to the north, Vietnam to the east, and the Gulf of Thailand to the southwest.","['https://upload.wikimedia.org/wikipedia/commons/0/02/Sinn_Sisamouth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Aksar_Khmer.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Angkor_Wat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Angkor_Wat_-_050_Apsaras_%288580603733%29.jpg']"
Semaphore,"Semaphore (lit. 'apparatus for signalling'; from Ancient Greek  σῆμα (sêma) 'mark, sign, token', and Greek  -φόρος (-phóros) 'bearer, carrier') is the use of an apparatus to create a visual signal transmitted over distance.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/A_boer_war_reenactor%2C_MC_Heunis_preparing_his_heliograph_on_top_of_Elandskop_Hill_in_Petrus_Steyn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Coast_telegraph%2C_semaphore_or_signaling_post_at_Scheveningen%2C_1799.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Semaphore_Signals_A-Z.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Signal_Home_Semaphore_R_%26_G.svg']"
Satellite television,Satellite television is a service that delivers television programming to viewers by relaying it from a communications satellite orbiting the Earth directly to the viewer's location.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/DTH_Satellite_Dish_-_India_-_IMG_3474.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Dishing_out_the_truth.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Sat_TV_dishes.jpg']"
President of Ghana,"The president of the Republic of Ghana is the elected head of state and head of government of Ghana, as well as commander-in-chief of the Ghana Armed Forces.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Coat_of_arms_of_Ghana.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Nana_Akufo-Addo_at_European_Development_Days_2017.jpg']"
Cathode,A cathode is the electrode from which a conventional current leaves a polarized electrical device.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/4-1000A_linear_RF_deck_build_by_K5LAD.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Copper_cathode_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Diode_symbol.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Dubulttriode_darbiibaa.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Galvanic_Cell.svg']"
Cellular fusion,Not found on Wikipedia,['Image not found']
Brain stem,Not found on Wikipedia,['Image not found']
History of genetics,"The history of genetics dates from the classical era with contributions by Pythagoras, Hippocrates, Aristotle, Epicurus, and others.","['https://upload.wikimedia.org/wikipedia/commons/5/52/Aristotle%27s_model_of_Inheritance.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Blending_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Darwin%27s_Pangenesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Atomology,Not found on Wikipedia,['Image not found']
Do yourself 1,Not found on Wikipedia,['Image not found']
Iranian rupee,Not found on Wikipedia,['Image not found']
Root,"In vascular plants, the roots are the organs of a plant that are modified to provide anchorage for the plant and take in water and nutrients into the plant body, which allows  plants to grow taller and faster.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Adventitious_roots_on_Odontonema_aka_Firespike.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Aerial_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ArabidopsisLatRoot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/CSIRO_ScienceImage_11626_Barley_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Sky,The sky is an unobstructed view upward from the surface of the Earth.,"['https://upload.wikimedia.org/wikipedia/commons/4/43/3D-Clouds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Appearance_of_sky_for_weather_forecast%2C_Dhaka%2C_Bangladesh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Auvergne%2C_d%C3%A9cembre_2018_%E2%80%94_29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Blue_Sky%2C_Dhaka%2C_Bangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Burning_Yellow_Sunset.jpg']"
Com saline,Not found on Wikipedia,['Image not found']
Explain language,Not found on Wikipedia,['Image not found']
Vine,"A vine (Latin vīnea ""grapevine"", ""vineyard"", from vīnum ""wine"") is any plant with a growth habit of trailing or scandent (that is, climbing) stems, lianas or runners.","['https://upload.wikimedia.org/wikipedia/commons/1/18/%22A_Momordica_charantia-_bitter_guard_plant%22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Bigvine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Brunnichia_ovata.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Cell type,A cell type is a classification used to identify cells that share morphological or phenotypical features.,['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']
Symbol,"A symbol is a mark, sign, or a word that indicates, signifies, or it is understood as representing an idea, object, or relationship.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Blank_stop_sign_octagon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Cartographic_Symbols.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Encoding_communication.jpg']"
Eye color,"Eye color is a polygenic phenotypic trait determined by two factors: the pigmentation of the eye's iris and the frequency-dependence of the scattering of light by the turbid medium in the stroma of the iris.: 9 In humans, the pigmentation of the iris varies from light brown to black, depending on the concentration of melanin in the iris pigment epithelium (located on the back of the iris), the melanin content within the iris stroma (located at the front of the iris), and the cellular density of the stroma.","['https://upload.wikimedia.org/wikipedia/commons/7/7f/A_close_up_of_a_blue-green_human_iris_%28with_visible_freckle%29..jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Amber-eyes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Bimbam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Blue-eyed_black_lemur.jpg']"
Cholera,Cholera () is an infection of the small intestine by some strains of the bacterium Vibrio cholerae.,"['https://upload.wikimedia.org/wikipedia/commons/d/dc/A_SOIL_EkoLakay_toilet_customer._%2815921409131%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Adult_cholera_patient.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Africa_cholera2008b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Cholera.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Cholera_395.1.jpg']"
Tin,Tin is a chemical element with the symbol Sn (from Latin: stannum) and atomic number 50.,"['https://upload.wikimedia.org/wikipedia/commons/9/96/Alfonso_Santiago_Leyva_and_his_son_Tom%C3%A1s_working.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandera_de_Bolivia_%28Estado%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Body-centered_tetragonal.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Cassiterite09.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Notochord,"In anatomy, the notochord is a flexible rod which is similar in structure to the stiffer cartilage.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Gray1111.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Gray14.png', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Gray19_with_color.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Gray29.png']"
Kochu,Not found on Wikipedia,['Image not found']
Things in space,Not found on Wikipedia,['Image not found']
Typical flower,Not found on Wikipedia,['Image not found']
Wither,Not found on Wikipedia,['Image not found']
Atomos,Atomos (Greek undivided) may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hydrogen experiment,Not found on Wikipedia,['Image not found']
Starch,Starch or amylum is a polymeric carbohydrate consisting of numerous glucose units joined by  α-(1→4)-D glycosidic bonds.,"['https://upload.wikimedia.org/wikipedia/commons/9/94/A_Papuan_woman_extracts_starch_sago_from_the_spongy_center_of_the_palm_stems._%2817821831174%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/AdhesivesForHouseUse006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Amylopektin_Sessel.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Amylose2.svg']"
