entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Heat,physical quantity,Energy,physical quantity,calculated from,"Heat is the measure of energy and temperature is the measure of how hot or cold something is.
"
Hot,temperature,Temperature,scalar quantity,subclass of,"We say tea is hot and ice cream is cold—by hot and cold we actually mean that the quantity called 'temperature' is higher in the tea and lower in the ice cream.
"
Sense,capability,Sense,capability,use,"So if it is within our tolerance level, we can sense the temperature with our physical sensation.
"
Heat,physical quantity,Temperature,scalar quantity,calculated from,"But it is not true that only if the temperature is high, the amount of heat will be high.
"
Candle,goods,Candle,goods,subclass of,"Let’s say, you take some water in a pot and hold it over a candle flame for a minute.
"
Water,None,Pottery,handicraft,part of,"Then touching the water in the pot may feel slightly warmer than before.
"
Medical needle,tool,Candle,goods,part of,"But if you hold a needle in a candle flame for a minute, it will become so hot that you will not be able to touch it.
"
Heat,physical quantity,Temperature,scalar quantity,different from,"This means that despite providing the same amount of heat, the temperature of the water was lower and the temperature of the needle was much higher.
"
Molecule,molecular entity,Atom,composite particle,part of,"If we try to explain the matter by the moving of the molecules and atoms of the substance, then this is to say that after applying heat, the speed of the water molecules in the pot increases, but the vibration of the atoms in the needle increases much more.
"
Most important thing about heat,None,Heat,physical quantity,facet of,"Therefore, it can be said that you have learned the most important thing about heat.
"
Kinetic energy,physical quantity,Energy,physical quantity,subclass of,"That is, heat is a type of energy and this energy comes from the combined kinetic energy or vibration energy of the molecules of matter.
"
Speed,physical quantity,Temperature,scalar quantity,calculated from,"The higher the speed or vibration of the molecules is the higher the temperature of the object.
"
Molecule,molecular entity,Solid,matter,part of,"In the case of solids, heat means vibration of molecules.
"
Molecule,molecular entity,Gas,fluid,opposite of,"In the case of liquids, it is the movement of molecules and in the case of gases, it is the free flight of one compared to another.
"
Flight,motion,Motion,change,subclass of,"The more vibration, movement, or flight is the higher the temperature.
"
Hot water,nan,Cold water,nan,opposite of,"Hot water molecules move faster than cold water molecules.
"
Kelvin,coherent SI unit,Temperature,scalar quantity,measured physical quantity,"Cold water Hot water Science 56  Measurement Scales of Temperature The international unit of temperature is Kelvin (K), although we never use it in our daily life.
"
Fahrenheit,UCUM derived unit,Temperature,scalar quantity,measured physical quantity,"Celsius (C) is the most commonly used unit for the measurement of temperature in our daily life and sometimes we use Fahrenheit (F) scale along with Celsius to measure fever.
"
Fahrenheit,UCUM derived unit,Celsius,UCUM derived unit,said to be the same as,"Normal body temperature on the Fahrenheit scale is 98.4°F, which is 37°C in Celsius.
"
Bodysseus,human,Divine Comedy,play,notable work,"Below is a comparison between the three scales.
"
Kelvin,coherent SI unit,Temperature,scalar quantity,measured physical quantity,"If you compare the Celsius and Kelvin scales, you will see that there is no difference in the Kelvin scale, except for the addition of 273.15° to the Celsius scale temperature.
"
Kelvin,coherent SI unit,Celsius,coherent SI unit,follows,"Naturally, you must ask what the reason is for developing the Kelvin scale by adding 273.15 numbers to the Celsius scale.
"
Sydney,city,London,city,twinned administrative body,"The reason is very surprising.
"
Temperature,scalar quantity,Temperature decrease,temperature change,different from,"You can increase the temperature of anything as much as you want, there is no limit! But you cannot decrease the temperature as much as you want.
"
Lowest value,None,Temperature,scalar quantity,facet of,"Temperature has a lowest value.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Honestly speaking, you can get close to this temperature but never reach it.
"
Absolute zero,temperature,Temperature,scalar quantity,instance of,"This is called absolute zero temperature.
"
Kelvin,coherent SI unit,Temperature,scalar quantity,measured physical quantity,"In fact, the Kelvin scale is developed to take this absolute zero temperature as zero degrees.
"
Celsius,UCUM derived unit,Temperature,scalar quantity,measured physical quantity,"In the Celsius scale this temperature is -273.15°.
"
Kelvin,coherent SI unit,Celsius,coherent SI unit,follows,"So by adding 273.15 to the Celsius scale, we get the Kelvin scale.
"
Fahrenheit,UCUM derived unit,Temperature,scalar quantity,measured physical quantity,"However, in addition to the Celsius scale, another temperature scale called Fahrenheit is used in some countries and in fever measuring thermometers.
"
Boiling water,water,Ice,nan,greater than,"On that scale, the temperature of ice is 32°F and the temperature of boiling water is 212°F.
"
Heat energy,physical quantity,Energy,physical quantity,subclass of,"Transmission of Heat Heat is a form of energy and we use this heat energy in our various activities.
"
Italy,sovereign state,Rome,comune of Italy,capital,"To use something properly, it must be taken from one place to another.
"
Heat,physical quantity,Energy,physical quantity,subclass of,"So we have to take or transferheat energy from one place to another.
"
Conduction,physical process,Heat,physical quantity,has effect,"Heat is transferred in three ways which are Conduction, Convection and Radiation.
"
Conduction,concept,Cooking,food preparation,part of,"Conduction: We are all familiar with cooking.
"
Dekchi,unit of measurement,Temperature,scalar quantity,measured physical quantity,"You all have seen that a pot (dekchi) Scale Unit The temperature at which water freezes.
"
Boiling water,water,Water,None,subclass of,"The temperature at which water boils and vaporizes.
"
Melting point,temperature,Evaporation,phase change,less than,"The temperature difference between the evaporation temperature of water and the melting point of ice Celsius °C 0 100 100 Kelvin K 273.15 373.15 100 Fahrenheit °F 32 212 180 Heat and Temperature 57  is placed on the fire of a stove for cooking and the heat of the fire is transferred through the pot to whatever is inside the pot.
"
Thermally conductive,material,Material,product,subclass of,"We have all seen that such pots (dekchis) are made of thermally conductive materials so that heat can conduct properly.
"
Molecule,molecular entity,Solid,matter,part of,"Since we have known that heat is the vibration of molecules in the case of solids, we can easily understand heat conduction.
"
Molecule,molecular entity,Solid,matter,part of,"When one end of the solid is heated, the molecules of that end vibrate from their own place.
"
Molecule,molecular entity,Molecule,molecular entity,has parts of the class,"So when one molecule vibrates, it also causes another molecule next to it to vibrate.
"
Vibrating molecule,molecule,Molecule,molecular entity,subclass of,"That another one then vibrate the next molecule.
"
Vibration,physical phenomenon,Solid,matter,has cause,"Thus, the vibration is transferred or conducted from one end of the solid to the other.
"
Boiling water,water,Water,None,subclass of,"Convection: If you put water in a kettle and heat it on the stove, it starts boiling within a few minutes.
"
Heat conduction,thermodynamic process,Thermodynamic process,physical process,instance of,"But in order for all the water in the kettle to be heated, the heat conduction process has not worked.
"
Hot spring,spring,Cool spring,spring,opposite of,"Those of you who have jumped into a pond on a summer afternoon have noticed that the water on the surface level of the pond is fairly hot, but the water below is quite cool.
"
Thermal,conduction,Conduction,thermodynamic process,subclass of,"If the water in the pond was heated by the conduction process, then the water below the surface would gradually start heating up.
"
Convection,physical phenomenon,Conduction,physical phenomenon,has effect,"Examples of conduction, convection and radiation of heat Convection Radiation Conductionn Science 58 ' ----n--rr-.
"
Convection,physical process,Physical process,process,instance of,"~ - ~ ~ ~ ( ....---- .·~ ~-~ ~ ~  In the case of liquid, when it is heated, there works a different process which is called convection.
"
Liquid,fluid,Gas,fluid,subclass of,"Before understanding this process, we need to know one more thing; when a liquid or gas is heated, its density decreases and it becomes lighter.
"
Why?,None,Why?,None,facet of,"We can now explain why.
"
Lighter fluid,liquid,Dense liquid,liquid,opposite of,"If a liquid is heated, it takes up more space because its molecules are to move faster—so the same amount of liquid takes up a little more space and becomes less dense, or lighter.
"
Kettle,cookware and bakeware,Water,None,contains,"So when water is heated in a kettle, the water touching the bottom of the kettle heats up and rises to the top, then the cooler water on that side also appears there and mixes up.
"
Heat,physical quantity,Convection,physical process,has cause,"Thus an internal convection starts in the water, which mixes all the water very well and heats the water.
"
Lighter,gas,Gas,fluid,subclass of,"When the gas is heated, it becomes lighter- we can understand it by looking at the flame.
"
Earthquake,natural phenomenon,Earthquake,natural phenomenon,has effect,"All flames always rise upwards.
"
Gas,fluid,Combustion,redox,part of,"A flame is hot burning gas, so it rises by being lighter.
"
Spacecraft,flying machine,Weightlessness,physical phenomenon,has quality,"You will never see the flames spread in any other direction, except in a weightless spaceship, the flames spread evenly around instead of upwards.
"
Fire,physical phenomenon,Heat,physical quantity,has effect,"Radiation: If we stand near a burning fire, we feel a kind of heat.
"
Conduction,physical process,Convection,physical process,opposite of,"This heat has not come to you through conduction, nor through convection.
"
Conduction,physical phenomenon,Convection,physical process,opposite of,"Even the heat we feel when we stand in the sun, has not reached you from the through conduction, nor through convection.
"
Radiation,physical phenomenon,Heat transfer,thermodynamic process,subclass of,"This process of heat transfer is called radiation.
"
Visible spectrum,fire,Infrared,electromagnetic radiation,followed by,"You have read about visible light as well as invisible light in the previous class.
"
Infrared,electromagnetic radiation,Infrared,electromagnetic radiation,part of,"A part of this invisible light’s infrared part can be felt as heat, even though we cannot see it with our eyes.
"
Heat ray,electromagnetic radiation,Electromagnetic radiation,radiation,instance of,"So when we stand near the fire, we feel the invisible heat rays which we call radiation.
"
Radiation,physical phenomenon,Chemical substance,group or class of chemical substances,different from,"Radiation does not require a medium.
"
Infrared,electromagnetic radiation,Ultraviolet,electromagnetic wave,followed by,"Therefore, visible light along with invisible infrared and ultraviolet rays can reach the earth, even though the Sun and Earth remain in space.
"
Coffee,drink,Tea,tea,different from,"Specific Heat If a drop of hot tea or coffee falls on your hand while taking hot tea or coffee, you must move your hand immediately.
"
Fire,physical phenomenon,Heat,physical quantity,different from,"But the interesting thing is that if someone blows air of the same temperature on your hand, you will feel only a little heat, but your hand will not feel the burning heat at all.
"
Cake,confection,Oven,architectural element,fabrication method,"Those who prepare cakes in hot ovens are very careful not to let their hands touch the metal parts of the oven.
"
Hot air,air,Temperature,scalar quantity,instance of,"But they don’t bother about the oven’s hot air, even though both are at the same temperature.
"
Metal,material,Water,None,subclass of,"Now the question is why do we feel pain, when we come in contact with water or metal at hot temperature?
"
Heat,physical quantity,Temperature,scalar quantity,different from,"Why don’t we feel that intense heat, when we come in contact with air of the same temperature?
"
Heat,physical quantity,Temperature,scalar quantity,different from,"That is because when we come in contact with a hot place, our skin will feel that heat, but the amount of heat that will flow into our body depends on how much Heat and Temperature 59  heat those objects contain.
"
Heat capacity,physical quantity,Heat,physical quantity,calculated from,"If it has a high heat capacity, it can deliver too much heat to your body and cause pain in your hands.
"
Heat capacity,physical quantity,Heat,physical quantity,calculated from,"But if the object has a low heat capacity, it will conduct little heat to your body and you will probably feel nothing but a little heat.
"
Specific heat,physical quantity,Temperature,scalar quantity,calculated from,"The amount of heat stored in an object depends on the object’s temperature, its mass, and its specific heat.
"
Mass,physical quantity,Heat,physical quantity,has effect,"Since air has very little mass, it has very little heat capacity to hold.
"
Relative temperature,physical quantity,Heat,physical quantity,calculated from,"If the relative temperature of a substance is low, a much higher temperature can be obtained from it by applying little heat.
"
Relative heat,physical quantity,Temperature,scalar quantity,calculated from,"On the other hand, if an object has a high relative heat, a lot of heat must be applied to reach the same temperature.
"
Heat flow,physical process,Heat,physical quantity,facet of,"Heat flow If two objects have different temperatures and are brought into contact with each other, heat will flow from the object with the higher temperature to the object with the lower temperature.
"
Heat,physical quantity,Temperature,scalar quantity,calculated from,"For that reason, temperature is often defined in terms of heat flow.
"
Melbourne,city,Melbourne Sea,sea,located in or next to body of water,"Temperatures will continue to flow, until the two temperatures reach the same point.
"
Heat,physical quantity,Heat,physical quantity,different from,"If a needle is heated in fire, the total amount of heat inside it will not be very high.
"
Heat,physical quantity,Water,None,different from,"Compared to that, the amount of heat in a bucket full of water is much higher.
"
Heat capacity,physical quantity,Heat,physical quantity,calculated from,"If the hot needle is left in the water, the needle will transfer its heat to the water in the bucket, even though the heat capacity of the needle is low.
"
Heat,physical quantity,Temperature,scalar quantity,calculated from,"When a hot object is brought into contact with a cold object, heat will flow from the hot object to the cold object until the temperature is equal.
"
Molecule,molecular entity,Solid,matter,part of,"Science 60  Effect of heat on change of state of matter You have already known that all matters are made of molecules, and that in solids the molecules hold each other in their specific places.
"
Molecular bond,moiety,Liquid,fluid,part of,"When heat is applied, their vibrations increase and the molecular bonds loosen and they roll over each other and move, and this is what we call a liquid.
"
Gas,fluid,Molecule,molecular entity,subclass of,"If the temperature rises further, the molecules break free and begin to flow, which we call gases.
"
Solid,matter,Gas,fluid,subclass of,"However, if certain solids are heated, they can directly be converted into gases.
"
Physical change,change,Heat,physical quantity,opposite of,"These are physical changes, so it is possible to cause the opposite changes of these three states by removing heat.
"
Heat,physical quantity,State of matter,physical property,instance of,"The image below shows the changes in these three states of matter by the application of heat.
"
Solid to liquid,solid,Solid to solid,solid,followed by,"Solid to liquid and liquid to solid: When a solid is heated, its temperature increases.
"
Melk,chemical substance,Temperature,scalar quantity,facet of,"When the temperature reaches a certain value, the solid starts to melt.
"
Melting,chemical process,Chemical process,process,instance of,"This process is called melting.
"
Melting ice,ice,Ice,nan,subclass of,"When we leave a piece of ice outside, it melts by absorbing heat from the surrounding air.
"
Melting point,temperature,Temperature,scalar quantity,instance of,"The temperature at which melting begins is called the melting point.
"
Melting point,temperature,Celsius,UCUM derived unit,less than,"The melting point of ice is 0 degree Celsius.
"
Reverse process,chemical process,Solid–liquid conversion,chemical process,opposite of,"The reverse process of solid-to-liquid conversion also occurs with the application of heat.
"
Solidification,biological process,Liquid,fluid,opposite of,"If heat is removed, a liquid can solidify itself.
"
Solidification,chemical process,Solid,matter,has effect,"The transformation from the liquid state to the solid state is called solidification.
"
Wax,chemical substance,Candle,goods,part of,"The melted wax that falls from a burning candle cools and solidifies- this is an example of solidification.
"
Liquid to gas,change,Gas to liquid,change,followed by,"Liquid to gas and gas to liquid: Heating a liquid causes its temperature to rise, and when the temperature rises, the liquid changes into gas.
"
Boiling point,temperature,Temperature,scalar quantity,subclass of,"This process is called evaporation and the temperature at which evaporation occurs is called boiling point.
"
Boiling point,temperature,Temperature,scalar quantity,subclass of,"The boiling point of water is 100 degrees Celsius.
"
Reverse process,thermodynamic process,Liquid–gas conversion,thermodynamic process,opposite of,"The reverse process of liquid to gas conversion also occurs with the application of heat.
"
Liquid,fluid,Gas,fluid,opposite of,"A gas can become a liquid if heat is removed.
"
Water vapor,nan,Water,None,subclass of,"If we put a few pieces of ice in a glass, we can see that the water vapor on the glass cools down and gathers as droplets of water.
"
Liquid,fluid,Gas,fluid,opposite of,"This conversion from the gaseous state to the liquid state is called Solids, liquids and gases can interconvert.
"
Gas transition gas,transition gas,Solid transition gas,gas mixture,followed by,"solid to gas transition gas to solid transition gas to liquid transition liquid to gas transition liquid to solid transition solid to liquid transit Heat and Temperature 61 • ~ ____....
"
Liquefaction,None,Liquor,spirit drink,facet of,"liquefaction.
"
Vapor,fluid,Liquid,fluid,opposite of,"Solid to Gas and Gas to Solid: The process in which heat is applied to a solid substance in order to directly turn into a vapour instead of turning into a liquid, that process is called sublimation.
"
Naphthalene,None,Naphthalene,None,instance of,"We have seen naphthalene to be used to keep insects away from the clothes.
"
Solid,matter,Liquid,fluid,opposite of,"When solid naphthalene is heated, it turns directly into a gaseous substance rather than a liquid.
"
Liquid,fluid,Solid,matter,opposite of,"The process opposite to evaporation is called deposition where the vapour of a substance is cooled directly into a solid rather than a liquid.
"
Iodine,None,Salt,mixture,part of,"Iodine is a sublimely matter in iodized table salt.
"
Salt,mixture,Iodine,chemical element,made from material,"Therefore, heating this mixture of iodized table salt easily evaporates the iodine.
"
Iodine,chemical element,Iodine,chemical element,subclass of,"Then the vapour can be cooled to directly convert the iodine vapour into solid iodine.
"
Molecule,molecular entity,Atom,composite particle,part of,"Expansion of matter for the application of heat You have already known that all matters are made up of molecules and atoms.
"
Molecule,molecular entity,Solid,matter,part of,"You have also known that in solids the molecules are held together in fixed positions by molecular forces.
"
Vibration,physical quantity,Vibration,physical quantity,has effect,"When heated, their vibration increases; so they take up a little more space to vibrate and it seems that themass has increased.
"
Metal,material,Solid,matter,subclass of,"Heat can soften and melt many solid materials, especially metals.
"
Shape,mathematical concept,Object,container,part of,"This allows them to be shaped into objects of various shapes.
"
Liquid,fluid,Gas,fluid,subclass of,"In liquids and gases, the particles move faster and require more space; so their diameters seem to have expanded.
"
Thermometer,measuring instrument,Mercury,chemical element,measures,"This nature of mercury expansion is used in making thermometers.
"
Liquid,fluid,Solid,matter,subclass of,"The amount of expansion or contraction of solids, liquids and gases can vary by due to adding or removing heat.
"
Molecule,molecular entity,Solid,matter,part of,"The molecules of a solid can be thought of as connected to each other by springs.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Kelvin,coherent SI unit,Temperature,scalar quantity,measured physical quantity,"There is no temperature at which the Celsius and Kelvin scale values can be equal.
"
Fahrenheit,UCUM derived unit,Celsius,UCUM derived unit,followed by,"(Why?) But the Fahrenheit and Celsius scale values are the same at a specific temperature.
"
Exercise,physical activity,Exercise,physical activity,subclass of,"Exercise ?
"
Carbon cycle,biogeochemical cycle,Oxygen cycle,biogeochemical cycle,part of,"Science 62  Chapter 7 Changes around Us    Changes around Us By the end of this chapter, students will be able to learn—  � various physical and chemical changes in the environment  � importance of metal preservation  � photosynthesis, water cycle, carbon cycle, oxygen cycle  � various practical applications of chemical change Many things are happening around us every moment.
"
Essential medicine,medicine,Unnecessary medicine,medicine,opposite of,"Some of them are necessary for our life; some are unnecessary; some can cause harm.
"
Chemistry,academic discipline,Chemical substance,group or class of chemical substances,studies,"Physical and chemical changes of various substances continue to occur in these events of nature.
"
Water,None,Ice,nan,opposite of,"Physical changes: melting and boiling All of you have seen ice melt into water at any time.
"
Ice,nan,Water,None,subclass of,"As you all know, water and ice are the same matter.
"
India,sovereign state,Sovereign state,country,instance of,"They are not different, only their states are different.
"
Ice,nan,Water,None,opposite of,"When it exists as water it is liquid and when it exists as ice it is solid.
"
Boiling,temperature,Temperature,scalar quantity,subclass of,"Again all of you know that if you heat water, the temperature of the water will rise and at a certain temperature it will start boiling.
"
Boiling,temperature,Temperature,scalar quantity,subclass of,"Do you think that the boiling of water is a physical change?
"
Gas,fluid,Liquid,fluid,opposite of,"Yes, of course, it’s a physical change, because, in that case, it has just changed from a liquid to a gas.
"
Matter,material substance,Earth,inner planet,part of,"You have already learned about physical changes of matter earlier.
"
Ice,nan,Water,None,opposite of,"Chapter 7 The change of ice into water is a physical change of matter.
"
Rust,iron,Iron,medication,subclass of,"Science 64  Chemical Changes: Rust of Iron You have learnt about the rust of iron in the previous chapter, and have known that if a piece of iron is left outside in the presence of vapour, it reacts with oxygen.
"
Rust,mixture,Corrosion,degradation,subclass of,"Consequently it rusts, and then it continues to corrode.
"
Rust,mixture,Iron,medication,made from material,"Thus, rusting in iron is a chemical change.
"
Rust,iron alloy,Rust experiment,None,fabrication method,"To understand how rust is formed, you can do the following experiment.
"
Water,None,Pot,laboratory equipment,part of,"Task: Take a pot half filled with water.
"
Under water,location,Above water,location,opposite of,"Carefully drop several nails into the water so that some are completely submerged, some are half under water and half above water.
"
Pork,meat,Meat,food,subclass of,"Leave the pot for 2/3 days.
"
Zeus,human biblical figure,Titus,human biblical figure,child,"Have you seen any change in the nails?
"
Rusted nail,nail,Nail,nan,subclass of,"Yes, you will find that the nails are rusted, some more, some less.
"
Rust,iron alloy,Rust,iron alloy,instance of,"Can you somehow explain why one has more rust and the others have less rust?
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Now think about what kind of change has happened to the iron.
"
Ferric oxide,None,Iron,medication,made from material,"Here, iron and water have reacted to form ferric oxide.
"
Rust,iron oxide,Ferric oxide,structural class of chemical compounds,subclass of,"This ferric oxide is called rust.
"
Ferric oxide,None,Iron,medication,different from,"Here it is clear that the iron has transformed into a completely different ferric matter called ferric oxide.
"
Rust,iron oxide,Ferric oxide,None,subclass of,"Ferric oxide or rust tears off and thus iron is corroded.
"
Rust,iron,Iron,medication,subclass of,"So it can be said that rusting process damages iron.
"
Statue of Liberty,architectural structure,Copper,medication,made from material,"The process of changing one or more such matters into a matter with completely different The copper built Statue of Liberty during the construction time and at present Changes around Us 65 ·=·~- n ~ ~ Task: Ta.ke a pot half filled with water, Carefully drop several nail.fa into the water so that some are completely s1ULbmerge~ some are half 1ULnder water and half above water, leave the pot for 2/3 days, Have yo1UL seen any change nn the nailfa?
"
Nailfa,painting material,Rust,painting material,subclass of,"yo1UL will find that the nailfa are ruste~ some more.
"
Ress rust,rust,Rust,iron alloy,subclass of,"some Ress, Can yo1UL somehow expRailn why one has more rust and the others have Ress rust?
"
Iron,medication,Metal,material,instance of,"Not all metals corrode equally, like iron.
"
Aluminium,medication,Oxide,nan,made from material,"Aluminum reacts with oxygen to form an oxide layer outside, and it is strong enough to protect the aluminum inside.
"
Copper,medication,Copper,medication,made from material,"Contaminants in the air slowly attack the copper and turn it green.
"
Statue of Liberty,architectural structure,New York City,city of the United States,location,"The Statue of Liberty in New York is green for that reason.
"
Platinum,chemical element,Metal,material,subclass of,"But some metals such as gold, platinum etc do not corrode when left in open air.
"
Coin,archaeological artifact,Ornament,artificial physical object,subclass of,"For this reason they are valuable and are used in making various ornaments and coins.
"
Acid reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"A chemical reaction You can observe for example, an experiment of a simple chemical change— the reaction of acid with carbonate compound.
"
Chemical reaction,chemical process,Chemical reaction,chemical process,has effect,"The following simple experiment can be done to understand chemical reactions and changes.
"
Chalk,painting material,Painting material,material,subclass of,"Task: First, crush some chalk and then take it in a bowl or a spoon.
"
Dropper,home appliance,Drop by drop,method,use,"Now add vinegar drop by drop with a dropper or otherwise.
"
Vinegar,condiment,Acetic acid,None,made from material,"Vinegar contains acetic acid, so you will see that the acetic acid in the vinegar is reacting with the chalk powder to form bubbles.
"
Chalk,painting material,Calcium carbonate,None,subclass of,"Chalk is essentially calcium carbonate (CaCO3).
"
Carbon dioxide,None,Acetic acid,None,has parts of the class,"In fact, the bubbles are caused by the chemical reaction of chalk and vinegar (acetic acid) to form carbon dioxide.
"
Carbon dioxide,None,Carbon,chemical element,has parts of the class,"We see the bubbles because of this carbon dioxide.
"
Climate change,climate change,Climate change,academic discipline,subclass of,"What kind of change is it then?
"
Acetic acid,None,Calcium carbonate,None,different from,"Definitely a chemical change, because the products (calcium acetate, carbon dioxide and water) are completely different and have different properties compared to calcium carbonate and acetic acid.
"
Chalk,painting material,Calcium carbonate,None,made from material,"You can also use eggshell instead of chalk in this experiment because it is full of calcium carbonate.
"
Reversible change,change,Irreversible change,change,opposite of,"Reversible change Apart from physical and chemical changes, we can also divide the changes in matter into reversible and irreversible changes.
"
Reversible change,change,Change,occurrence,subclass of,"A change, that is not permanent, and the Science 66 Task: fnrsitt crush some chruk md ithen rake llit m a 1bowR or a spoon, Now add vllnegair drop 1by drop wllith a dropper or oitherwllse, Vmegair conitainns aiceitk aid~ so yo1UL wllRR see 1tha11t ithe aiceitk add in ithe vllnegair fa reacting wllith ithe chruk powder 1to form 1b1UL1b1b1es,  changed object can be restored to its previous state while retaining its properties, is called a reversible change.
"
Shape,mathematical concept,Substance,quality,subclass of,"Such a change involves only a change in external state or shape, but does not create a new type of substance.
"
Melting,temperature,Temperature,scalar quantity,subclass of,"Melting, boiling, evaporation, cooling, condensation, dissolution are some examples of reversible processes.
"
Expansion of matter,physical process,Heat,physical quantity,has cause,"In a previous chapter, you have learnt about the change of state of matter and its expansion by the application of heat.
"
Reversible change,change,Physical change,change,opposite of,"These changes are simultaneously physical changes and reversible changes.
"
Irreversible change,change,Permanent change,change,opposite of,"Irreversible change On the other hand, the type of change that is permanent and the changed object cannot be reverted back to its previous state by any physical or chemical process is called irreversible change.
"
New matter,matter,Matter,material substance,subclass of,"The creation of new matter involves such changes.
"
Cooking,food preparation,Cooking,food preparation,uses,"Cooking, burning, grinding etc.
"
Irreversible irreversible change, irreversible process, irreversible process,process,subclass of,"are some of the methods which cause irreversible changes.
"
Boiling,cooking method,Egg as food,food,has effect,"For example, if a raw egg is boiled, it cannot be returned to its original state.
"
Reversible change,change,Change,occurrence,subclass of,"You must have guessed that the reversible changes are physical changes.
"
Reversible change,change,Change,occurrence,subclass of,"But not all physical changes are reversible.
"
Spinning,motion,Stretching,motion,subclass of,"For example, a rubber band can be enlarged by stretching, and when released, it returns to its original state.
"
Reversible change,change,Change,occurrence,subclass of,"It is a physical change and a reversible change at the same time.
"
Physical change,change,Reversible change,change,opposite of,"If the rubber band is pulled too far and torn, it is still a physical change, but not a reversible change.
"
Physical change,change,Reversible change,change,opposite of,"The image above shows some examples of physical changes that are not reversible changes.
"
Irreversible process,process,Chemical change,transformation,has effect,"On the other hand, chemical changes are always irreversible changes, as they cannot be reversed.
"
Recycling,economic activity,Recycling,economic activity,subclass of,",C)  Recycling the matter with the help of reversible process Plastics can be recycled or reused through reversible change.
"
Plastic recycling,recycling,Plastic,chemical substance,made from material,"The image below shows the plastic recycling cycle.
"
Water bottle,bottle,Plastic,chemical substance,made from material,"Plastic items such as water bottles, food storage containers, etc.
"
Playground equipment,architectural structure,Plastic,chemical substance,made from material,"Again, with the help of recycled plastic, various types of furniture, playground equipment, etc.
"
Canterbury,city,City,human settlement,instance of,"can be made.
"
Reuse,use,Recycling,economic activity,subclass of,"We all know how important it is to recycle and reuse as many materials as possible; it helps to reduce the amount of garbage in the environment.
"
Natural resource,raw material,Raw material,raw material,subclass of,"It also helps in conserving natural resources used in making new materials.
"
Glass,material,Plastic,chemical substance,subclass of,"It should be mentioned here that glass and plastic are recyclable, because their chemical properties are such that they can be heated and cooled, and their properties remain the same even after heating or cooling.
"
Recycling,economic activity,Recycling,economic activity,subclass of,"Like glass, the process of making paper is also reversible, and paper can be recycled.
"
Recycling,economic activity,Paper,intermediate product,uses,"Around the world, recycled paper is produced through such recycling methods from large amounts of used paper.
"
Waste paper,paper,Paper,intermediate product,subclass of,"Waste paper is again made into paper by following certain procedures including adding water and certain chemicals and cleaning.
"
Corrosion,degradation,Metal,material,facet of,"Prevention of corrosion of metals If something made of metal continues to corrode, it eventually becomes unusable.
"
Corrosion,degradation,Metal,material,has cause,"Plastic recycling cycle Science 68  Task: Make a list of metal items used in the household regularly, and note which ones are subject to gradual corrosion and which ones are not.
"
History of astronomy,aspect of history,History,academic discipline,subclass of,"You may search the reasons for these.
"
Rust,mixture,Corrosion,degradation,subclass of,"Naturally, the question may arise, how can corrosion of iron be stopped from rusting?
"
Khonta,tool,Iron,medication,made from material,"In our daily life, if we keep various iron items such as Khonta, hammers, hooks, nails etc away from water, then it is possible to save them from rust.
"
Galvanization,nan,Rust,alloy,made from material,"However, rust can be prevented with the help of galvanizing, painting or electroplating.
"
Stainless steel,alloy steel,Steel,iron alloy,subclass of,"In special cases, stainless steel can be used, if possible.
"
Galvanization,chemical process,Zinc,material,made from material,"Galvanizing: Zinc is used in many ways in our daily life.
"
Galvanization,nan,Zinc,material,made from material,"One of these uses is the use of zinc for galvanizing.
"
Galvanizing,coating,Zinc,material,made from material,"Galvanizing is the coating of zinc on iron made items.
"
Rust,mixture,Iron,medication,made from material,"In this case, the zinc coating forms a barrier that protects the iron from water and oxygen, thereby preventing it from rusting.
"
Tin,chemical substance,Metal,material,subclass of,"Metals can also be protected from rust by coating them with tin instead of zinc.
"
Electroplating,manufacturing process,Manufacturing process,process,instance of,"Electroplating: Electroplating is a process.
"
Rust,alloy,Metal,material,subclass of,"Here, the more active metal is protected from rust by creating a coating of a less active metal on top of the more active metal.
"
Copper,medication,Iron,medication,made from material,"Iron made objects are usually electroplated with copper, chromium, tin, or nickel.
"
Cutlery,kitchen utensil,Jewellery,visual art,part of,"Through this, the beauty and decoration of jewelry can be enhanced, and the durability of cutlery and motor parts can also be increased.
"
Metal,material,Corrosion,degradation,has effect,"It not only prevents corrosion of the metal, but also makes it attractive and shiny.
"
Pinting,painting technique,Painting,activity,subclass of,"Pinting: Metal corrosion can also be prevented by painting.
"
Railway line,track,Steel,iron alloy,made from material,"Railings of our houses, shelves, cars or various steel items are painted to prevent corrosion.
"
Fading,process,Color,quality,facet of,"The colour eventually fades over time.
"
Bertelsmann Museum,art museum,Stockholm,city,headquarters location,"Then it is better to repaint these things immediately.
"
Stainless steel,alloy steel,Stainless steel,alloy steel,subclass of,"Changes around Us 69  Stainless steel Do you know what stainless steel is and why it doesn’t rust?
"
Stainless steel,alloy,Alloy,mixture,subclass of,"Stainless steel is made by alloying carbon, nickel and chromium with iron.
"
