Entity,Definition,Images
Hot water,Not found on Wikipedia,['Image not found']
Fertilization,Not found on Wikipedia,['Image not found']
Inner ear,"The inner ear (internal ear, auris interna) is the innermost part of the vertebrate ear.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/1871_Descent_F937.1_fig03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Blausen_0329_EarAnatomy_InternalEar.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Cochlea-crosssection.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Professor Ahmad,Not found on Wikipedia,['Image not found']
Frog life cycle,Not found on Wikipedia,['Image not found']
Chromosome test,Not found on Wikipedia,['Image not found']
Multicellular organism,"A multicellular organism is an organism that consists of more than one cell, in contrast to  unicellular organism.All species of animals, land plants and most fungi are multicellular, as are many algae, whereas a few organisms are partially uni- and partially multicellular, like slime molds and social amoebae such as the genus Dictyostelium.Multicellular organisms arise in various ways, for example by cell division or by aggregation of many single cells.","['https://upload.wikimedia.org/wikipedia/commons/7/77/C_elegans_stained.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/ColonialFlagellateHypothesis.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/The-Simplest-Integrated-Multicellular-Organism-Unveiled-pone.0081641.s003.ogv']"
Statistics,"Statistics (from German: Statistik, orig.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Fisher_iris_versicolor_sepalwidth.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Gretl_screenshot.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Iris_Pairs_Plot.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Jakob_Bernoulli.jpg']"
Pulses,Not found on Wikipedia,['Image not found']
Courage,"Courage (also called bravery or valor) is the choice and willingness to confront agony, pain, danger, uncertainty, or intimidation.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Faith%2C_Hope_and_Love%2C_Mary_Lizzie_Macomber.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Leighton-God_Speed%21.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Launch pad,A launch pad is an above-ground facility from which a rocket-powered missile or space vehicle is vertically launched.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Falcon_9_preparing_to_launch_DSCOVR_%2816673054016%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/RocketSunIcon.svg']"
Correct answer,Not found on Wikipedia,['Image not found']
Ravindra Jain,"Ravindra Jain (28 February 1944 – 9 October 2015) was an Indian music composer, lyricist and playback singer.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/RavindraJain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']"
Chaff,"Chaff (; also UK: ) is the dry, scaly protective casing of the seeds of cereal grains or similar fine, dry, scaly plant material (such as scaly parts of flowers or finely chopped straw).","['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Rice_chaffs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Usdaeinkorn1_Triticum_monococcum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Explain,Not found on Wikipedia,['Image not found']
Map of the earthquake,Not found on Wikipedia,['Image not found']
Butterfly,"Butterflies (Rhopalocera) are insects that have large, often brightly coloured wings, and a conspicuous, fluttering flight.","['https://upload.wikimedia.org/wikipedia/commons/3/3a/2012-06-27_Aporia_crataegi_eggs_Malus_domestica.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/AD2009Aug01_Vanessa_atalanta_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Alice_05a-1116x1492.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Angangueo_monarchs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Antennae_ctb.png']"
Wild buffalo Fig. 5,Not found on Wikipedia,['Image not found']
Experience,"Experience refers to conscious events in general, more specifically to perceptions, or to the practical knowledge and familiarity that is produced by these processes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Food planning,Not found on Wikipedia,['Image not found']
Recycling,Recycling is the process of converting waste materials into new materials and objects.,"['https://upload.wikimedia.org/wikipedia/commons/1/11/ACT_recycling_truck.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Agbogbloshie_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Automat_do_przyjmowania_butelek_zwrotnych_w_60-tysi%C4%99cznym_Tomaszowie_Mazowieckim_Warszawska_r%C3%B3g_Szerokiej.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg']"
Finn Dorsett,Not found on Wikipedia,['Image not found']
Bicycle seat,"A bicycle seat, unlike a bicycle saddle, is designed to support the rider's buttocks and back, usually in a semi-reclined position.","['https://upload.wikimedia.org/wikipedia/commons/8/86/Cycling_%28road%29_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'Image not found', 'Image not found']"
Paleolithic,"The Paleolithic or Palaeolithic (), also called the Old Stone Age (from Greek: παλαιός palaios, ""old"" and λίθος lithos, ""stone""), is a period in human prehistory that is distinguished by the original development of stone tools, and which represents almost the entire period of human prehistoric technology.","['https://upload.wikimedia.org/wikipedia/commons/1/15/20191021_Temperature_from_20%2C000_to_10%2C000_years_ago_-_recovery_from_ice_age.png', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Arrowhead.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Bifaz_de_Atapuerca_%28TG10%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Bradshaw_rock_paintings.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Cave_of_Altamira_and_Paleolithic_Cave_Art_of_Northern_Spain-110113.jpg']"
Dolphin,A dolphin is an aquatic mammal within the infraorder Cetacea.,"['https://upload.wikimedia.org/wikipedia/commons/9/9b/2009-Seaworld-Shamu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Akrotiri_dolphins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Bottle-nosed-dolphin-Lobomycosis-disease.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
Binary fission,Not found on Wikipedia,['Image not found']
Class VII of chemistry,Not found on Wikipedia,['Image not found']
Tick the correct answer,Not found on Wikipedia,['Image not found']
Separation of petroleum,Not found on Wikipedia,['Image not found']
Research institute,"A research institute, research centre, research center or research organization, is an establishment founded for doing research.",['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Parachute,"A parachute is a device used to slow the motion of an object through an atmosphere by creating drag or, in a ram-air parachute, aerodynamic lift.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/1970s_%27High_Performance%27_round_elliptical.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/3Ring_release_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Albert_Berry_parachute.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Aircraft engine,"An aircraft engine, often referred to as an aero engine, is the power component of an aircraft propulsion system.","['https://upload.wikimedia.org/wikipedia/commons/8/86/Allison_%28MTU%29_250_C20B.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Cfm56-3-turbofan.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/J85_ge_17a_turbojet_engine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Le_Rhone_9C.jpg']"
Artificial lens,Not found on Wikipedia,['Image not found']
Religious organization,Religious activities generally need some infrastructure to be conducted.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/MACMA_Muar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Uncharged body,Not found on Wikipedia,['Image not found']
Holi,"Holi ( ) is a popular and significant Hindu festival celebrated as the Festival of Colours, Love and Spring.","['https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/A_Holi_Festival_-_Krishna_Radha_and_Gopis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/A_celebration_of_Holi_Festival_of_Colors%2C_Utah_United_States_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/A_play_of_colors_then_a_dance_at_Holi_India.jpg']"
Concrete,Concrete is a composite material composed of fine and coarse aggregate bonded together with a fluid cement (cement paste) that hardens (cures) over time.,"['https://upload.wikimedia.org/wikipedia/commons/e/e5/Boston_City_Hall_-_Boston%2C_MA_-_DSC04704_%28cropped%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Buffalo_City_Court_Building%2C_1971-74%2C_Pfohl%2C_Roberts_and_Biggie_%288448022295%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Cannon_Renewal_Project_-_October_2016_%2830662609012%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Circular_Economy_of_concrete.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Doorbell,A doorbell is a signaling device typically placed near a door to a building's entrance.,"['https://upload.wikimedia.org/wikipedia/commons/3/3b/Chetham%27s_Library_2015_28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/DoorBell_004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Doorbell_Wiring_Pictorial_Diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Doorbell_shop_netherlands.jpg']"
Female reproductive organ,Not found on Wikipedia,['Image not found']
Viviparity,"Among animals, viviparity is development of the embryo inside the body of the mother.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Aphid-giving-birth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Elements_of_the_comparative_anatomy_of_vertebrates_%281886%29_%2821057027940%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Frogspawn_closeup.jpg']"
Deer,Deer or true deer are hoofed ruminant mammals forming the family Cervidae.,"['https://upload.wikimedia.org/wikipedia/commons/d/d3/Antilocapra_white_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Antler_phylogenetics_-_Samejima_et_al_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Archives_du_Mus%C3%A9um_d%27Histoire_Naturelle%2C_Paris_%281852%29_%28Cervus_unicolor%29.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Birds_and_nature_%281901%29_%2814562088237%29_white_background.jpg']"
Looking for something,Not found on Wikipedia,['Image not found']
Parent amoeba,Not found on Wikipedia,['Image not found']
Manhattan,Manhattan () is the most densely populated and geographically smallest of the five boroughs of New York City.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/10_mile_panorama_of_NYC%2C_Feb.%2C_2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/1_times_square_night_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/2016_One_World_Observatory_view_southsoutheast_towards_Brooklyn_and_Manhattan_Bridges.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/A._T._Stewart_1870.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Apollo_11_ticker_tape_parade_2.jpg']"
Volleyball ball,Not found on Wikipedia,['Image not found']
Reading,"Reading is the process of taking in the sense or meaning of letters, symbols, etc., especially by sight or touch.For educators and researchers, reading is a multifaceted process involving such areas as word recognition, orthography (spelling), alphabetics, phonics, phonemic awareness, vocabulary, comprehension, fluency, and motivation.Other types of reading and writing, such as pictograms (e.g., a hazard symbol and an emoji), are not based on speech-based writing systems.","['https://upload.wikimedia.org/wikipedia/commons/2/25/03282012Casa_hogar_ni%C3%B1as_tlahuac30_%28cropped%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Abydos-Bold-hieroglyph-A22.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Anonymous_-_Die_Andacht_%28%22The_Devotion%22%29_-_1937.376.1_-_Reading_Public_Museum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Austria_-_Heiligenkreuz_Abbey_-_1726.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Az_girl_reading_a_book._e-citizen.jpg']"
Push the book,Not found on Wikipedia,['Image not found']
Fig. 13.15,Not found on Wikipedia,['Image not found']
Fish as food,Many species of fish are caught by humans and consumed as food in virtually all regions around the world.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Bali_Hai_seared_ahi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Boyal_Macher_Jhol.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg']"
Amoeba,"An amoeba (; less commonly spelled ameba or amœba; plural am(o)ebas or am(o)ebae ), often called an amoeboid, is a type of cell or unicellular organism with the ability to alter its shape, primarily by extending and retracting pseudopods.","['https://upload.wikimedia.org/wikipedia/commons/a/a6/Ammonia_tepida.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Amoeba_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Amoeba_proteus_with_many_pseudopodia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Der_Kleine_Proteus_from_Roesel.jpg']"
Author,"An author is the writer of a book, article, play, or other written work.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Mark_Twain%2C_Brady-Handy_photo_portrait%2C_Feb_7%2C_1871%2C_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Wrinkle,"A wrinkle, also known as a rhytid, is a fold, ridge or crease in an otherwise smooth surface, such as on skin or fabric.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/Adult_sole_showing_water_immersion_wrinkling.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Dr_Braun_Performs_a_Botox_Injection_%284035273577%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Nepali_woman%2C_Ghyaru_%28crop%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Old_Bangladeshi_drinking_tea_cropped.jpg']"
Mode of reproduction,Not found on Wikipedia,['Image not found']
Current,"Currents, Current or The Current may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lecturer,"Lecturer is an academic rank within many universities, though the meaning of the term varies somewhat from country to country.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Iranian_lecturer_sample_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Mathematics_lecture_at_the_Helsinki_University_of_Technology.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Keep the comb,Not found on Wikipedia,['Image not found']
Bible,"The Bible (from Koine Greek τὰ βιβλία, tà biblía, 'the books') is a collection of religious texts or scriptures that are held to be sacred in Christianity, Judaism, Samaritanism, and many other religions.","['https://upload.wikimedia.org/wikipedia/commons/e/ed/1588_First_Welsh_Bible.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/A_religious_Baroque_Bible_-_7558.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Aleppo_Codex_Joshua_1_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Altar_and_bible_st_Johns_Lutheran.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Bhs_psalm1.png']"
Zygote,"A zygote (from Ancient Greek  ζυγωτός (zygōtós) 'joined, yoked', from  ζυγοῦν (zygoun) 'to join, to yoke') is a eukaryotic cell formed by a fertilization event between two gametes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Egg_cell_fertilization_-_Zygote.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Can these terms be replaced with one or more terms,Not found on Wikipedia,['Image not found']
The basic phenomenon,Not found on Wikipedia,['Image not found']
Scottish blackface ewe,Not found on Wikipedia,['Image not found']
How is sound produced,Not found on Wikipedia,['Image not found']
Printmaking,"Printmaking is the process of creating artworks by printing, normally on paper, but also on fabric, wood, metal, and other surfaces.","['https://upload.wikimedia.org/wikipedia/commons/1/1c/1630_Rembrandt_Selbstportrait_mit_aufgerissenen_Augen_anagoria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Framed%2C_and_artist_signed_print_after_Jules_Breton%27s_Recall_of_the_Gleaners%3B_Artois.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Giovanni_Benedetto_Castiglione_-_The_Creation_of_Adam_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Goya-Capricho-43.jpg']"
Extended Learning,Not found on Wikipedia,['Image not found']
Poultry farming,"'Poultry farming is the form of animal husbandry which raises domesticated birds such as chickens, ducks, turkeys and geese to produce meat or eggs for food.","['https://upload.wikimedia.org/wikipedia/commons/6/6d/Animal_Abuse_Battery_Cage_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Baby_Chicken_in_Ishawarganj%2C_Mymensingh%2C_Bangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Battery_hens_-Bastos%2C_Sao_Paulo%2C_Brazil-31March2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Chicken_coop_situated_in_a_compound_house.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Clay,"Clay is a type of fine-grained natural soil  material containing clay minerals (hydrous aluminium phyllosilicates, e.g.","['https://upload.wikimedia.org/wikipedia/commons/2/2b/Bain_d%27argile_%C3%A0_Gogotinkpon_au_B%C3%A9nin_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Clay-ss-2005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Clay_In_A_Construction_Site.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Clay_magnified.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Candle flame,Not found on Wikipedia,['Image not found']
Contact force,A contact force is any force that occurs as a result of two objects making contact with each other.,['https://upload.wikimedia.org/wikipedia/commons/e/e5/Free_body_diagram2.svg']
Scotland,"Scotland (Scots: Scotland, Scottish Gaelic: Alba [ˈal̪ˠapə] (listen)) is a country that is part of the United Kingdom.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/-Spying_in_Glenfeshie-_MET_DP148525.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/2019_Reuni%C3%A3o_Bilateral_com_o_Pr%C3%ADncipe_Charles_-_48948389972_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Aberdeen_from_Torry_-_geograph.org.uk_-_1454885.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Alba-gd.ogg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Anglophone_World.svg']"
Rajiv Sanskrit,Not found on Wikipedia,['Image not found']
HIV,The human immunodeficiency viruses (HIV) are two species of Lentivirus (a subgroup of retrovirus) that infect humans.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Fran%C3%A7oise_Barr%C3%A9-Sinoussi-press_conference_Dec_06th%2C_2008-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Gallo%2C_Robert_C._%283%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/HI-virion-structure_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/HIV-SIV-phylogenetic-tree_straight.svg']"
Bird in the cage,Not found on Wikipedia,['Image not found']
Animal reproduction,Not found on Wikipedia,['Image not found']
Vitamin A deficiency,Vitamin A deficiency (VAD) or hypovitaminosis A is a lack of vitamin A in blood and tissues.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Vitamin_A_deficiency.PNG']"
Central Building Research Institute,"Central Building Research Institute (CBRI), located at Roorkee, Uttarakhand, India, is a constituent establishment of Council of Scientific and Industrial Research responsible for ""generating, cultivating and promoting building science and technology"" in India.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Electromagnetic vibration,Not found on Wikipedia,['Image not found']
Oscillatory motion,Not found on Wikipedia,['Image not found']
Discernment,"Discernment is the ability to perceive, understand, and judge things clearly, especially those that are not obvious or straightforward.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fig. 9,Not found on Wikipedia,['Image not found']
Windpipe,Not found on Wikipedia,['Image not found']
Maximum force,Not found on Wikipedia,['Image not found']
Disaster,"A disaster is a serious problem occurring over a short or long period of time that causes widespread human, material, economic or environmental loss which exceeds the ability of the affected community or society to cope using its own resources.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Driving_through_flash_flood.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Global_Multihazard_Proportional_Economic_Loss_Risk_Deciles_%285457317101%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Haiti_earthquake_damage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Extension,"Extension, extend or extended may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Adult,An adult is a human or other animal that has reached full growth.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/RudolfMilly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Views_of_a_Foetus_in_the_Womb_detail.jpg']"
Jamun,Not found on Wikipedia,['Image not found']
Looseness,Not found on Wikipedia,['Image not found']
NCERT textbooks,Not found on Wikipedia,['Image not found']
Bacillus anthracis,"Bacillus anthracis is a gram-positive and rod-shaped bacterium that causes anthrax, a deadly disease to livestock and, occasionally, to humans.","['https://upload.wikimedia.org/wikipedia/commons/8/88/Anthrax_surface_sampling-_How_to_sample_with_macrofoam_swab_on_nonporous_surfaces.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Anthrax_surface_sampling_-_How_to_sample_with_cellulose_sponge_on_nonporous_surfaces.webm', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/B._anthracis_Macrophage_Invasion_Mechanism.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/B_anthracis_diagram_en.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Bacillus_anthracis.png']"
Left,Left may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Glossary of leaf morphology,The following terms are used to describe leaf morphology in the description and taxonomy of plants.,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Bipinnate_leaf_anatomy_with_alternate_labels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cilantro_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Handdrawn_Cuspidate.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Hibiscus_mutabilis_5.JPG']"
