entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Noise pollution,pollution,Air pollution,pollution,subclass of,"10.8 Noise Pollution You already know about air pollution.
"
Air pollution,pollution,Particle,physical object,has parts of the class,"Presence of unwanted gases and particles in air is called air pollution.
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"Similarly, presence of excessive or unwanted sounds in the environment is called noise pollution.
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"Can you list some sources of noise pollution?
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"What sources in the home may lead to noise?
"
Desert cooler,home appliance,Home appliance,device,subclass of,"Television and transistor radio at high volumes, some kitchen appliances, desert coolers, air conditioners, all contribute to noise pollution.
"
Hearing loss,clinical sign,Hearing loss,clinical sign,subclass of,"Rationalised-2023-24  SOUND 133 Hearing Impairment Total hearing impairment, which is rare, is usually from birth itself.
"
Partial disability,disease,Disease,health problem,subclass of,"Partial disability is generally the result of a disease, injury or age.
"
Hearing loss,deafness,Hearing loss,nan,subclass of,"Children with impaired hearing need special care.
"
Sign language,type of language,Communication,academic discipline,subclass of,"By learning sign language, such children can communicate effectively.
"
Hearing loss,clinical sign,Hearing loss,nan,subclass of,"Because speech develops as the direct result of hearing, a child with a hearing loss may have defective speech also.
"
Hearing loss,deafness,Hearing loss,nan,subclass of,"Technological devices for the hearing-impaired have made it possible for such persons to improve their quality of life.
"
Society,concept,Society,concept,has parts of the class,"Society can do much to  improve the living environment for the hearing-impaired and help them live normal lives.
"
What are the Harms of Noise Pollution,None,Noise pollution,pollution,facet of,"What are the Harms of Noise Pollution?
"
Noise pollution,health risk,Health risk,risk source,subclass of,"Do you know that presence of excessive noise in the surroundings may cause many health related problems.
"
Hypertension,clinical sign,Hypertension,clinical sign,has effect,"Lack of sleep, hypertension (high blood- pressure), anxiety and many more health disorders may be caused by noise pollution.
"
Hearing loss,clinical sign,Medical sign,physiological condition,subclass of,"A person who is exposed to a loud sound continuously may get temporary or even permanent impairment of hearing.
"
Noise control,None,Noise pollution,pollution,facet of,"Measures to Limit Noise Pollution To control noise, we  must control the sources of noise.
"
Kofi Annan,human,Prime Minister of Finland,public office,position held,"How can this be achieved?
"
Aircraft engine,aircraft component,Transport,motion,use,"For this, silencing devices must be installed in air craft engines, transport vehicles, industrial machines and home appliances.
"
Residential area,human settlement,Commercial area,geographic region,opposite of,"How can the noise pollution be controlled in a residential area?
"
Residential area,human settlement,Commercial area,geographic region,opposite of,"All noisy operations must be conducted away from any residential area.
"
Noise industry,industry,Secondary sector of the economy,economic sector,opposite of,"Noise producing industries should be set up away from such areas.
"
Horn,toy,Car,motor vehicle,part of,"Use of automobile horns should be minimised.
"
Television,industry,Music,specialty,different from,"TV and music systems should be run at low volumes.
"
Tree,organisms known by a particular common name,Noise pollution,pollution,has effect,"Trees must be planted along the roads and around buildings to cut down on the sounds reaching the residents, thus reducing the harmful effects of noise pollution.
"
Hertz,UCUM derived unit,Frequency,physical quantity,measured physical quantity,"Rationalised-2023-24  SCIENCE 134 KEYWORDS KEYWORDS KEYWORDS KEYWORDS KEYWORDS AMPLITUDE EARDRUM FREQUENCY hertz (Hz) LARYNX LOUDNESS NOISE OSCILLATION PITCH TIME PERIOD VIBRATION VOICE BOX WIND PIPE WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT Ü Sound is produced by vibrating objects.
"
Vocal cords,subdivision of larynx,Sound,mechanical wave,use,"Ü In human beings, the vibration of the vocal cords produces sound.
"
Liquid,fluid,Gas,fluid,subclass of,"Ü Sound travels through a medium (gas, liquid or solid).
"
Vacuum,abstract object,Vacuum,abstract object,opposite of,"It cannot travel in vacuum.
"
Eardrum,anatomical structure,Brain,animal organ,part of,"Ü The eardrum senses the vibrations of sound, It sends the signals to the brain.
"
Hearing,perception,Perception,mental process,subclass of,"This process is called hearing.
"
Frequency,physical quantity,Vibrations,physical quantity,calculated from,"Ü The number of oscillations or vibrations per second is called the frequency of oscillation.
"
Hertz,UCUM derived unit,Frequency,physical quantity,measured physical quantity,"Ü The frequency is expressed in hertz (Hz) Ü Larger the amplitude of vibration, the louder is the sound.
"
Pitch,frequency,Frequency,physical quantity,subclass of,"Ü Higher the frequency of vibration, the higher is the pitch, and shriller is the sound.
"
Noise,sound,Sound,mechanical wave,subclass of,"Ü Unpleasant sounds are called noise.
"
Noise pollution,pollution,Sound pollution,pollution,subclass of,"Ü Excessive or unwanted sounds lead to noise pollution.
"
Noise pollution,pollution,Health,nan,contributing factor of,"Noise pollution may pose health problems for human beings.
"
Noise pollution,pollution,Noise pollution,pollution,subclass of,"Ü Attempts should be made to minimise noise pollution.
"
Ü Plantation,plantation,Noise pollution,pollution,use,"Ü Plantation on the roadside and elsewhere can reduce noise pollution.
"
Exercises 1,None,Physical exercise,type of sport,part of,"Exercises 1.
"
Correct answer,correct decision,Correct decision,decision,instance of,"Choose the correct answer.
"
Liquid,fluid,Gas,fluid,opposite of,"Sound can travel through (a) gases only (b) solids only (c) liquids only (d) solids, liquids and gases.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Frequency,physical quantity,Voice,animal vocalization,calculated from,"Voice of which of the following is likely to have minimum frequency?
"
Girl,child,Boy,child,followed by,"(a) Baby girl (b) Baby boy (c) A man (d) A woman Rationalised-2023-24  SOUND 135 3.
"
True,statement,False,statement,opposite of,"In the following statements, tick ‘T’ against those which are true, and ‘F’ against those which are false.
"
Sound,mechanical wave,Vacuum,abstract object,opposite of,"(a) Sound cannot travel in vacuum.
"
Second,time interval,Time period,series,part of,"(T/F) (b) The number of oscillations per second of a vibrating object is called its time period.
"
Frequency,physical quantity,Amplitude,physical quantity,calculated from,"(T/F) (c) If the amplitude of vibration is large, sound is feeble.
"
Hertz,UCUM derived unit,Auditory range,physical quantity,measured physical quantity,"(T/F) (d) For human ears, the audible range is 20 Hz to 20,000 Hz.
"
Music,specialty,Sound,mechanical wave,subclass of,"(T/F) (f) Unwanted or unpleasant sound is termed as music.
"
Hearing loss,clinical sign,Noise pollution,pollution,has cause,"(T/F) (g) Noise pollution may cause partial hearing impairment.
"
T/F,FM broadcasting,Radio format,format,instance of,"(T/F) 4.
"
Fill in the blanks,word puzzle,Word puzzle,game,subclass of,"Fill in the blanks with suitable words.
"
Time,series,Time,series,part of,"(a) Time taken by an object to complete one oscillation is called __________.
"
Loudness,physical quantity,Vibration,physical quantity,calculated from,"(b) Loudness is determined by the __________ of vibration.
"
Frequency,physical quantity,Sound,mechanical wave,calculated from,"(c) The unit of frequency is __________ (d) Unwanted sound is called __________ .
"
Shrillness,physical quantity,Vibration,physical quantity,calculated from,"(e) Shrillness of a sound is determined by the __________ of vibration.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Pendulum,simple machine,Pendulum,simple machine,instance of,"A pendulum oscillates 40 times in 4 seconds.
"
Frequency,physical quantity,Time period,series,calculated from,"Find its time period and frequency.
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
Mosquito wing,wing,Mosquito,taxon,found in taxon,"The sound from a mosquito is produced when it vibrates its wings at an average rate of 500 vibrations per second.
"
Time period,series,Time,series,subclass of,"What is the time period of the vibration?
"
5.7,album,6.1,album,followed by,"7.
"
Musical instrument,tool,Sound,mechanical wave,uses,"Identify the part which vibrates to produce sound in the following instruments.
"
Sitar,necked bowl lutes sounded by plectrum,Flute,class of musical instruments,part of,"(a)  Dholak (b)  Sitar (c)  Flute 8.
"
Noise music,music genre,Music,specialty,different from,"What is the difference between noise and music?
"
Noise music,music genre,Music,specialty,subclass of,"Can music become noise sometimes?
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"List sources of noise pollution in your surroundings.
"
10.10.10,literary work,Doctor Who,television series,part of the series,"10.
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"Explain in what way noise pollution is harmful to human.
"
11.11.11,day,2008 Summer Olympics,Summer Olympic Games,part of,"11.
"
House,work,Family,group of humans,owned by,"Your parents are going to buy a house.
"
Two-lane expressway,controlled-access highway,Controlled-access highway,highway,subclass of,"They have been offered one on the roadside and another three lanes away from the roadside.
"
Barry Goldwater,human,President of the United States,position,position held,"Which house would  you suggest your parents should buy?
"
Explain Your Answer,short story,Explain,literary genre,instance of,"Explain your answer.
"
12.12.12,day,2008 Summer Olympics,Summer Olympic Games,part of,"12.
"
Larynx,anatomical structure,Larynx,anatomical structure,use,"Sketch larynx and explain its function in your own words.
"
13.13,literary work,Doctor Who,television series,part of the series,"13.
"
Lightning,weather,Thunder,natural phenomenon,has effect,"Lightning and thunder take place in the sky at the same time and at the same distance from us.
"
Lightning,weather,Thunder,natural phenomenon,has effect,"Lightning is seen earlier and thunder is heard later.
"
SCIENCE 136,literary work,Extended education,education,main subject,"E X E R C I S E S Rationalised-2023-24  SCIENCE 136 Extended Learning — Activities and Projects 1.
"
Music room,room,School,architectural structure,part of,"Visit the music room of your school.
"
Music,specialty,Musician,occupation,practiced by,"You may also visit musicians in your locality.
"
Musical instrument,tool,Musical instrument,tool,subclass of,"Make a list of musical instruments.
"
Vibration,change,Sound,mechanical wave,part of,"Note down the parts of these instruments that vibrate to produce sound.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Musical instrument,tool,Playing,activity,use,"If you play a musical instrument, bring it to the class and demonstrate how you play it.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Music of India,music by country or region,Indian classical music,music genre,uses,"Prepare a list of famous Indian musicians and the instruments they play.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Head,cardinal body part,Ears,anatomical structure,connects with,"Place your hands over your ears and get some one to place this thread round your head and hands.
"
Yarn,textile,Taut thread,textile,use,"Ask her to make the thread taut and hold its ends in one hand.
"
Finger,digit,Thumb,finger,followed by,"Now ask her to draw her finger and thumb tightly along the thread (Fig. 10.19).
"
Thunder,natural phenomenon,Rolling thunder,natural phenomenon,has cause,"Can you hear a rolling sound like that of a thunder?
"
Budapest,geographical object,Green Sea,sea,located in or next to body of water,"Now repeat the activity while another friend stands near both of you.
"
Sound,mechanical wave,Sound,mechanical wave,has effect,"Can he hear any sound?
"
5,natural number,Natural number,integer sequence,instance of,"Fig. 10.19 5.
"
Telephone,device,Toy,product,subclass of,"Make two toy telephones.
"
Fig. 10,chart,20,natural number,depicts,"Use them as shown in Fig. 10.20.
"
Let one of you speak,phrase,Phrase,language device,instance of,"Let one of you speak.
"
Facebook,social networking service,Social networking service,website,instance of,"See how many more friends you can engage in this way.
"
New York City,city of the United States,London,city,twinned administrative body,"Explain your observations.
"
SOUND 137,Sound recording,Sound recording,recording medium,instance of,"Fig. 10.20 Rationalised-2023-24  SOUND 137 6.
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"Identify the sources of noise pollution in your locality.
"
Friend,relative,relative,relative,subclass of,"Discuss with your parents, friends and neighbours.
"
Noise pollution,pollution,Pollution,environmental issue,subclass of,"Suggest how to control noise pollution.
"
Report,document,Report,literary work,subclass of,"Prepare a brief report and present it in the class.
"
Golconda fort Did You Know?,website,Website,online service,instance of,"You can read more on the related topics on the following websites: l www.physicsclassroom.com/Class/sound/soundtoc.html l health.howstuffworks.com/hearing.htm Golconda fort Did You Know?
"
Golconda fort,fort,Fort,military building,instance of,"Golconda fort, near Hyderabad, is one of the most magnificient forts in India.
"
Engineering,academic discipline,Architecture,academic discipline,studies,"It is famous for many engineering and architectural marvels.
"
Water supply,architectural structure,Water supply,architectural structure,subclass of,"One of the marvels is the water supply system.
"
Dome,architectural structure,Dome,architectural structure,subclass of,"But, perhaps, more astonishing is a dome near the entrance to the fort.
"
Rome,comune of Italy,Paris,commune of France,twinned administrative body,"A hand-clap at a particular point under the dome reverberates and can be heard at the highest point of the fort, about a kilometre away.
"
Early warning system,software,System,software,subclass of,"This was devised as a warning system.
"
Clapping,signal,Signal,data,subclass of,"If a guard saw a suspicious movement outside the fort, he clapped at the particular point under the dome, and the army inside the fort was alerted to the danger of the approaching enemy.
"
CHEMICAL EFFECTS OF ELECTRIC CURRENT Y,periodical,CHEMICAL EFFECTS OF ELECTRIC CURRENT Y,periodical,main subject,"Rationalised-2023-24  CHEMICAL EFFECTS OF ELECTRIC CURRENT CHEMICAL EFFECTS OF ELECTRIC CURRENT Y our elders might have cautioned you against touching an electrical appliance with wet hands.
"
Nuclear weapon,weapon of mass destruction,Nuclear weapon,weapon of mass destruction,subclass of,"But do you know why it is dangerous to touch an electrical appliance with wet hands?
"
Electric current,flow,Electricity,physical phenomenon,facet of,"We have learnt earlier that the materials, which allow electric current to pass through them, are good conductors of electricity.
"
Electric current,flow,Electricity,physical phenomenon,part of,"On the other hand, materials, which do not allow electric current to pass through them easily, are poor conductors of electricity.
"
Test tube,electrical enclosure,Electric current,flow,connects with,"In Class VI, we made a tester  to test whether a particular material allows the electric current to pass through it or not.
"
Tester,position,Test engineer,position,subclass of,"Do you recall how the tester helped us in deciding that?
"
Aluminium,medication,Metal,material,instance of,"We found that metals such as copper and aluminium conduct electricity whereas materials such as rubber, plastic and wood do not conduct electricity.
"
Solid-state chemistry,branch of chemistry,Chemical substance,group or class of chemical substances,subclass of,"However, so far we have used our tester to test materials which were in solid state.
"
Liquid,fluid,Fluid,substance,subclass of,"But what about liquids?
"
Electrolyte,chemical substance,Liquid,fluid,part of,"Do liquids also conduct electricity?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Mains electricity,electric power,Electric power,physical quantity,subclass of,"Paheli and Boojho want to remind you that one should not experiment with the electric supply from the mains or a generator or an inverter.
"
Electric cell,cellular component,Electricity,physical phenomenon,part of,"Use only electric cells for all the activities suggested here.
"
11.1 Do Liquids Conduct Electricity?,tester,Tester,product,instance of,"Fig.11.1 : A tester 11.1 Do Liquids Conduct Electricity?
"
Test tube,laboratory equipment,Electric current,flow,measures,"To test whether a liquid allows electric current to pass through it or not, we can use the same tester (Fig.11.1).
"
Electric battery,assembly,Electricity cell,electrical element,subclass of,"Rationalised-2023-24  However, replace the cell by a battery.
"
Check whether it is working,software feature,Software feature,quality,subclass of,"Also, before using the tester we should check whether it is working or not.
"
Activity 11.1,activity,Test tube,laboratory equipment,uses,"Activity 11.1 Join the free ends of the tester together for a moment.
"
Lighthouse,building,Tourist attraction,point of interest,subclass of,"This completes the circuit of the tester and the bulb should glow.
"
Light bulb,incandescent light bulb,Incandescent light bulb,light bulb,subclass of,"However, if the bulb does not glow, it means that the tester is not working.
"
Barry Goldwater,human,President of the United States,position,position held,"Can you think of the possible reasons?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Is it possible that the connections are loose?
"
Fused bulb,bulb,Bulb,plant structure,subclass of,"Or, the bulb is fused?
"
Computer network,network,Data link,physical phenomenon,has parts of the class,"Check that all the connections are tight.
"
Electric bulb,light bulb,Light bulb,light fixture,subclass of,"If they are, then replace the bulb with another bulb.
"
Liquid chromatography,chemical analysis,Liquid,fluid,studies,"Now that our tester is working, let us use it to test the various liquids.
"
Bottle cap,cap,Bottle,container,part of,"Otherwise the cells of the battery will drain very quickly.) Activity 11.2 Collect a few small plastic or rubber caps of discarded bottles and clean them.
"
Vinegar,condiment,Lemon juice,Juice,made from material,"Pour one teaspoon of lemon juice or vinegar in one cap.
"
Vinegar,condiment,Lemon juice,food ingredient,made from material,"Bring your tester over this cap and let the ends of the tester dip into lemon juice or vinegar as shown in Fig.11.2.
"
Kobe,city,Tokyo,city,twinned administrative body,"Take care that the ends are not more than 1 cm apart but at the same time do not touch each other.
"
Vinegar,condiment,Lemon juice,sauce,use,"Does the bulb Fig. 11.2 : Testing conduction of electricity in lemon juice or vinegar of the tester glow?
"
Vinegar,condiment,Electrical resistance and conductance,physical quantity,use,"Does lemon juice or vinegar conduct electricity?
"
Vinegar,condiment,Lemon juice, juice,made from material,"How would you classify lemon juice or vinegar— a good conductor or a poor conductor?
"
Electric current,flow,Circuit,product,instance of,"When the liquid between the two ends of the tester allows the electric current to pass, the circuit of the tester becomes complete.
"
Electric current,flow,Fluid,fluid,subclass of,"The current flows in the circuit and the bulb glows.
"
Electric current,flow,Circuit,product,instance of,"When the liquid does not allow the electric current to pass, the circuit of the tester is not complete and the bulb does not glow.
"
Light bulb,incandescent light bulb,Incandescent light bulb,light bulb,subclass of,"In some situations even though the liquid is conducting, the bulb may not glow.
"
Chromosome 11,Chromosome,Chromosome,cellular component,instance of,"It may have happened in Activity 11.2.
"
Electric current,flow,Electric current,flow,has effect,"Do you remember why the bulb glows when the electric current passes through it?
"
Gas,fluid,Heating,physical process,has effect,"Due to the heating effect of current, the filament of the bulb gets heated to a high temperature and it starts glowing.
"
SCIENCE 140,literary work,Electrical current,flow,main subject,"However, if the current through a circuit is too weak, the filament does not get heated CHEMICAL EFFECTS OF ELECTRIC CURRENT 139 Rationalised-2023-24  SCIENCE 140 Activity 11.3 Take the tray from inside a discarded matchbox.
"
Wire,material,Electricity,physical phenomenon,part of,"Wrap an electric wire a few times around the tray.
"
Sewing needle,tool,Compass,navigational instrument,part of,"Place a small compass needle inside it.
"
Leave the other end free,philosophical concept,Philosophical concept,concept,instance of,"Leave the other end free.
"
Fig 11.4,chromosome test,Chromosome test,medical test type,instance of,"Fig 11.4 : Another tester sufficiently and it does not glow.
"
Weak current,electric current,Electric current,flow,subclass of,"And why is the current in the circuit weak?
"
Metal,material,Material,product,subclass of,"Well, though a material may conduct electricity, it may not conduct it as easily as a metal.
"
Electric current,flow,Electric circuit,product,part of,"As a result, the circuit of the tester may be complete and yet the current through it may be too weak to make the bulb glow.
"
Weak current,electric current,Electric current,flow,subclass of,"Can we make another tester which can detect a weak current?
"
Electric current,flow,Flow,phenomenon,instance of,"We can use another effect of an electric current to make another kind of tester.
"
Electric current,flow,Magnetic field,field,has effect,"Do you recall that electric current produces a magnetic effect?
"
Compass needle, compass,Compass,navigational instrument,part of,"What happens to a compass needle kept nearby when current flows in a wire?
"
Magnetic needle,needle,Electric current,flow,part of,"Even if the current is small, the deflection of the magnetic needle can be seen.
"
Electric current,flow,Magnetism,physical phenomenon,has cause,"Can we make a tester using the magnetic effect of currents?
"
Activity 11,video game,Wolfenstein,video game series,part of the series,"Let us find out in Activity 11.3.
"
Wire,material,Electrical network,network,part of,"Join the free ends of two wires momentarily.
"
Compass needle, compass,Compass,navigational instrument,part of,"The compass needle should show deflection.
"
Tester,measuring instrument,Wire,material,made from material,"Your tester with two free ends of the wire is ready.
"
Sewing needle,tool,Compass,navigational instrument,part of,"Do you find a deflection in the compass needle the moment you dip the free ends of the tester in lemon juice?
"
Lemon,taxon,Juice,drink,has fruit type,"Take out the ends of the tester from the lemon juice, dip them in water and then wipe them dry.
"
Milk,food,Liquid,fluid,subclass of,"Repeat the activity with other liquids such as tap water, vegetable oil, milk, honey.
"
Washing,activity,Washing,activity,followed by,"(Remember to wash and wipe dry the ends of tester after testing each liquid).
"
Magnetic deflection,physical phenomenon,Magnetism,physical phenomenon,facet of,"In each case observe whether the magnetic needle shows deflection or not.
"
Light-emitting diode,semiconductor diode,Electric light bulb,light bulb,subclass of,"You may use an LED (Fig. 11.3) in place of the electric bulb in the tester of Fig.
"
2.11.2,"version, edition, or translation",2.11.2,"version, edition, or translation",followed by,"11.2.
"
Light-emitting diode,semiconductor diode,Electric current,flow,uses,"LED glows even when a weak electric current flows through it.
"
Lead,physical quantity,Opposite,physical quantity,opposite of,"One lead is slightly longer than the other.
"
Positive terminal,electrical connector,Negative terminal,electrical connector,opposite of,"Remember that while connecting to a circuit, the longer lead is always connected to the positive terminal of the battery and the shorter lead is connected to the negative terminal of the battery.
"
Light-emitting diode,semiconductor diode,Electrolux,business,discoverer or inventor,"Fig. 11.3 : LEDs Rationalised-2023-24  CHEMICAL EFFECTS OF ELECTRIC CURRENT 141 Table 11.1 : Good/Poor Conducting Liquids S.No.
"
Good conductor,conductor,Poor conductor,conductor,opposite of,"Material Compass Needle Shows Good Conductor/ Deflection Yes/No Poor Conductor 1.
"
Lemon juice Yes Good Conductor 2,video game,Yes Good Conductor,video game,instance of,"Lemon juice Yes Good Conductor 2.
"
Vinegar 3,None,Vinegar,taxon,instance of,"Vinegar 3.
"
Tap Water 4,literary work,Tap Water,book series,part of the series,"Tap Water 4.
"
Vegetable oil 5,Vegetable oil,Vegetable oil,food ingredient,instance of,"Vegetable oil 5.
"
Milk,food,Food,disposable product,subclass of,"Milk 6.
"
Honey 7,musical group,Honey Records,record label,record label,"Honey 7.
"
8.8,album,9.9,album,followed by,"8.
"
10.10.10,literary work,Doctor Who,television series,part of the series,"10.
"
Electrode,lead,Electricity,physical phenomenon,part of,"Paheli knows that air is a poor conductor of electricity.
"
Lightning,weather,Electric current,flow,has effect,"But she has also read that during lightning, an electric current passes through air.
"
Atmosphere of Earth,atmosphere,Earth,inner planet,part of,"She wonders if air is indeed a poor conductor under all conditions.
"
Poor conductivity,None,Electricity,physical phenomenon,facet of,"This makes Boojho ask whether other materials classified as poor conductors also allow electricity to pass under certain conditions.
"
Electrical conductance,physical quantity,Electrical conductance,physical quantity,opposite of,"From Table 11.1, we find that some liquids are good conductors of electricity and some are poor conductors.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Actually, under certain conditions most materials can conduct.
"
Good conductor,conductor,Poor conductor,conductor,opposite of,"That is why it is preferable to classify materials as good conductors and poor conductors instead of classifying as conductors and insulators.
"
Tap water,precipitation,Electricity,physical phenomenon,facet of,"We have tested the conduction of electricity through tap water.
"
Electrical conduction,duction,Electricity,physical phenomenon,facet of,"Let us now test the conduction of electricity through distilled water.
"
Bottle cap,cap,Bottle,container,part of,"Activity 11.4 Take about two teaspoonfuls of distilled water in a clean and dry plastic or rubber cap of a bottle.
"
Distilled water,nan,Water,None,subclass of,"(You may obtain distilled water from your school science lab.
"
Physician,occupation,Health professional,profession,subclass of,"You may also get distilled water from a medical store or a doctor or a nurse).
"
Distilled water,nan,Electricity,physical phenomenon,subclass of,"Use the tester to test whether distilled water conducts electricity or not.
"
Distilled water,nan,Electricity,physical phenomenon,use,"Does distilled water conduct electricity?
"
Salt,mixture,Salt,mixture,instance of,"Now dissolve a pinch of common salt in distilled water.
"
Again test,medical test,Medical test,medical procedure,instance of,"Again test.
"
Salt solution,salt,Salt,mixture,subclass of,"When salt is dissolved in distilled water, we obtain salt solution.
"
Electrode,lead,Electricity,physical phenomenon,part of,"This is a conductor of electricity.
"
Tap water,water,Water,None,subclass of,"The water that we get from sources such as taps, hand pumps, wells and ponds is not pure.
"
Electrical conductor,conductor,Electricity,physical phenomenon,physically interacts with,"This water is thus a good conductor of electricity.
"
Acid,None,Solution,homogeneous mixture,subclass of,"Most liquids that conduct electricity are solutions of acids, bases and salts.
"
Electric current,flow,Fluid flow,fluid flow,subclass of,"When an electric current flows through a conducting solution, does it produce an effect on the solution?
"
Chemical Effects of Electric Current,None,Electric current,flow,facet of,"11.2 Chemical Effects of Electric Current In Class VII, we have learnt some effects of electric current.
"
Can you list these effects,None,Effects of music,musical term,facet of,"Can you list these effects?
"
Electric current,flow,Electrical engineering,academic discipline,studied by,"What effect does the current produce when it flows through a conducting solution?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Pipe cap,None,Sandpaper,paper,made from material,"Clean their metal caps with sand paper.
"
Carbon rod,electrical element,Copper,medication,made from material,"Wrap copper  wires around the metal caps of the carbon rods and join them to a battery (Fig. 11.5).
"
Electrode,lead,Electrode,lead,part of,"We call these two rods electrodes.
"
Mineral,chemical substance,Water,None,part of,"(Instead of Small amounts of mineral salts present naturally in water are beneficial for human health.
"
Electrical conductor,conductor,Water,None,made from material,"However, these salts make water a good conductor.
"
Electrical appliance,device,Hand washing,activity,use,"So, we should never handle electrical appliances with wet hands or while standing on a wet floor.
"
Salt,mixture,Electrical conductor,conductor,instance of,"We have found that common salt, when dissolved in distilled water, makes it a good conductor.
"
Distilled water,nan,Water,None,subclass of,"What are the other substances which, when dissolved in distilled water, make it conducting?
"
Let us find out,film,Film,series,instance of,"Let us find out.
"
Teacher,position,Parent,kinship,subclass of,"Caution: Do the next activity under the supervision of your teacher/parent or some elderly person, because the use of acid is involved in it.
"
Bottle cap,cap,Bottle,container,part of,"Activity 11.5 Take three clean plastic or rubber caps of bottles.
"
Distilled water,nan,Water,None,subclass of,"Pour about two teaspoonfuls of distilled water in each of them.
"
Hydrochloric acid,None,Dilution,process,use,"Add a few drops of lemon juice or dilute hydrochloric acid to distilled water in one cap.
"
Potassium iodide,None,Caustic soda,nan,subject has role,"Now in the second cap containing distilled water, add a few drops of a base such as caustic soda or potassium iodide.
"
Bottle cap,drinking vessel,Bottle,container,part of,"Add a little sugar to the distilled water in the third cap and dissolve it.
"
Electrical resistance and conductance,physical quantity,Electrical resistance and conductance,physical quantity,different from,"Test which solutions conduct electricity and which do not.
"
Carbon rod,electrode,Electrode,lead,part of,"Fig.11.5 : Passing current through water Metal Cap Carbon rod Water Carbon rod Rationalised-2023-24  CHEMICAL EFFECTS OF ELECTRIC CURRENT 143 Boojho decided to test whether some fruits and vegetables also conduct electricity or not.
"
Test tube,electronic component,Copper,medication,made from material,"He cut a potato into two halves and inserted the copper wires of a tester into it.
"
Testosterone,None,Testosterone,None,subject has role,"Just then his mother called him and he forgot to take out the wires of the tester inserted into the potato.
"
Green,color,Blue,color,opposite of,"When he came back after half an hour, he noticed that there was a greenish blue spot on the potato around one wire whereas there was no such spot around the other wire (Fig. 11.6).
"
Glass,material,Plastic,chemical substance,subclass of,"carbon rods, you may take two iron nails about 6 cm long .) Pour a cupful of water in a glass/plastic bowl.
"
Salt,mixture,Electromagnetic wave,radiation,instance of,"Add a teaspoonful of salt or a few drops of lemon juice to water to make it more conducting.
"
Electrode,lead,Electrode,lead,part of,"Now immerse the electrodes in this solution.
"
Carbon rod,machine element,Metal,material,made from material,"Make sure that the metal caps of the carbon rods are outside the water.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Wait for 3-4 minutes.
"
Electrode,lead,Electrode,lead,part of,"Observe the electrodes carefully.
"
Electrode,lead,Electrode,lead,part of,"Do you notice any gas bubbles near the electrodes?
"
Chemical change,change,Change,process,subclass of,"Can we  call the change taking place in the solution a chemical change?
"
Class VII of chemistry,None,Chemistry,academic discipline,part of,"Recall the definition of a chemical change that you learnt in Class VII.
"
Positive terminal,electrode,Electrode,lead,subclass of,"Oxygen bubbles formed on the electrode connected to the positive terminal of the battery and hydrogen bubbles formed on the other electrode.
"
Chemical reaction,chemical process,Electric current,flow,has cause,"The passage of an electric current through a conducting solution causes chemical reactions.
"
Bubble,convection,Gas,fluid,part of,"As a result, bubbles of a gas may be formed on the electrodes.
"
Electrode,lead,Metal,material,made from material,"Deposits of metal may be seen on electrodes.
"
Color,quality,Solution,homogeneous mixture,part of,"Changes of colour of solutions may occur.
"
Electrode,lead,Solution,homogeneous mixture,part of,"The reaction would depend on what solution and electrodes are used.
"
Effects of electric current,None,Electric current,flow,facet of,"These are some of the chemical effects of the electric current.
"
Potato,taxon,Paheli,human,discoverer or inventor,"Fig. 11.6 : Testing potato He was surprised with this observation and along with Paheli repeated this activity many times.
"
Positive terminal,electrical connector,Electrical connector,electronic component,subclass of,"They found that it was always the wire connected to the positive terminal, which had a greenish blue spot around it.
"
Positive terminal,electrical element,Electric battery,assembly,part of,"They felt that this discovery was very useful because it could be used for identifying the positive terminal of a cell or a battery  concealed in a box.
"
Children's magazine,magazine,Magazine,organization,subclass of,"They decided to report their finding to a children’s magazine.
"
Bojho,human,Potato,taxon,notable work,"Remember that Boojho set out to test whether potato conducted Rationalised-2023-24  SCIENCE 144 Allow the current to pass for about 15 minutes.
"
